DBN,School Name,Cohort Year,% Grads,% Total Regents of Cohort,% Advanced Regents of Cohort,% Dropout,% Asian Cohort,% Black Cohort,% Hispanic Cohort,% Native American Cohort,% Multi-Racial Cohort,% Female Cohort,% Male Cohort,% Econ Disadv Cohort,% Not Econ Disadv Cohort,% SWD Cohort,% Not SWD Cohort
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2012,93.6,93.6,20.5,1.3,3.8,41.0,52.6,1.3,1.3,51.3,48.7,65.4,34.6,6.4,93.6
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2011,83.7,83.7,14.0,2.3,3.5,50.0,44.2,1.2,0.0,62.8,37.2,55.8,44.2,4.7,95.3
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2010,80.0,80.0,15.4,1.5,9.2,29.2,61.5,0.0,0.0,55.4,44.6,76.9,23.1,4.6,95.4
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2009,84.9,84.9,16.4,2.7,13.7,46.6,39.7,0.0,0.0,61.6,38.4,100.0,0.0,2.7,97.3
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2008,90.9,90.9,13.6,1.5,9.1,50.0,36.4,4.5,0.0,71.2,28.8,100.0,0.0,1.5,98.5
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2007,77.1,65.7,25.7,2.9,10.0,37.1,50.0,1.4,0.0,82.9,17.1,94.3,5.7,7.1,92.9
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2006,83.5,70.9,24.3,1.0,10.7,55.3,34.0,0.0,0.0,65.0,35.0,81.6,18.4,4.9,95.1
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2005,95.8,83.3,27.8,1.4,6.9,47.2,43.1,0.0,0.0,70.8,29.2,84.7,15.3,4.2,95.8
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2004,83.3,66.7,16.7,2.4,14.3,40.5,42.9,1.2,0.0,67.9,32.1,65.5,34.5,4.8,95.2
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2003,74.0,42.0,0.0,9.9,3.1,45.8,49.6,0.8,0.0,71.0,29.0,60.3,39.7,10.7,89.3
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2002,69.2,23.1,0.0,9.2,3.1,27.7,67.7,1.5,0.0,56.9,43.1,50.8,49.2,4.6,95.4
09X414,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,2012,39.5,34.2,0.0,15.8,5.3,39.5,176.3,0.0,0.0,44.7,55.3,71.1,28.9,13.2,86.8
09X414,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,2011,41.2,32.9,1.2,20.0,1.2,24.7,88.2,0.0,0.0,45.9,54.1,77.6,22.4,31.8,68.2
09X414,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,2010,18.4,18.4,0.0,20.4,1.0,21.4,40.8,0.0,0.0,40.8,59.2,69.4,30.6,20.4,79.6
09X414,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,2009,22.9,21.1,0.9,19.3,3.7,30.3,31.2,1.8,0.0,57.8,42.2,100.0,0.0,14.7,85.3
09X414,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,2008,27.7,26.6,2.1,22.3,1.1,30.9,47.9,1.1,0.0,50.0,50.0,98.9,1.1,21.3,78.7
09X414,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,2007,37.1,30.3,2.3,9.8,1.5,20.5,18.9,0.0,0.0,53.0,47.0,100.0,0.0,15.9,84.1
09X414,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,2006,45.5,30.9,0.8,4.1,0.0,8.9,22.0,0.0,0.0,49.6,50.4,80.5,19.5,19.5,80.5
09X414,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,2005,77.4,48.4,0.0,3.2,0.0,48.4,125.8,0.0,0.0,51.6,48.4,83.9,16.1,14.5,85.5
09X414,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,2004,57.5,34.2,0.0,4.1,0.0,34.2,89.0,1.4,0.0,47.9,52.1,61.6,38.4,16.4,83.6
09X414,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,2003,31.6,19.7,0.0,23.7,0.0,43.4,127.6,0.0,0.0,35.5,64.5,69.7,30.3,22.4,77.6
09X414,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,2002,63.6,27.3,0.0,9.1,0.0,69.1,152.7,0.0,0.0,60.0,40.0,70.9,29.1,9.1,90.9
09X414,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,2001,0.0,0.0,0.0,66.7,0.0,33.3,66.7,0.0,0.0,83.3,16.7,83.3,16.7,0.0,100.0
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2017,80.0,80.0,33.0,0.9,0.9,21.7,74.8,0.9,0.0,60.0,40.0,88.7,11.3,21.7,78.3
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2016,91.2,91.2,31.0,4.4,0.9,23.0,73.5,0.0,0.0,54.9,45.1,85.0,15.0,19.5,80.5
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2015,77.3,70.3,14.1,5.5,3.1,26.6,69.5,0.0,0.0,54.7,45.3,83.6,16.4,16.4,83.6
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2014,84.8,84.1,11.4,6.1,1.5,30.3,66.7,0.8,0.8,56.1,43.9,89.4,10.6,18.9,81.1
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2013,79.8,73.1,10.1,8.4,2.5,21.8,73.1,0.0,1.7,51.3,48.7,89.9,10.1,21.0,79.0
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2012,76.7,72.1,5.8,8.1,1.2,19.8,73.3,1.2,3.5,61.6,38.4,89.5,10.5,14.0,86.0
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2011,71.4,66.7,0.0,6.3,2.4,25.4,70.6,0.0,0.0,48.4,51.6,86.5,13.5,17.5,82.5
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2010,72.7,70.5,3.0,4.5,0.8,31.1,65.9,0.0,0.0,59.8,40.2,80.3,19.7,15.2,84.8
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2009,79.3,77.5,0.0,8.1,3.6,39.6,48.6,0.9,0.0,60.4,39.6,82.0,18.0,14.4,85.6
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2008,67.6,66.7,5.7,8.6,2.9,37.1,52.4,0.0,0.0,50.5,49.5,100.0,0.0,8.6,91.4
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2007,65.7,49.5,1.0,13.1,4.0,41.4,74.7,1.0,1.0,64.6,35.4,99.0,1.0,13.1,86.9
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2006,77.0,57.4,3.3,4.1,3.3,27.0,48.4,0.0,0.0,59.8,40.2,99.2,0.8,13.9,86.1
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2005,67.3,45.9,4.1,5.1,3.1,58.2,64.3,2.0,0.0,60.2,39.8,78.6,21.4,18.4,81.6
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2004,68.5,47.2,3.9,11.8,0.0,27.6,59.8,0.0,0.0,68.5,31.5,79.5,20.5,11.8,88.2
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2003,68.7,35.7,5.2,7.8,0.0,38.3,53.9,0.0,2.6,60.9,39.1,71.3,28.7,7.0,93.0
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2002,62.5,44.4,2.8,16.7,0.0,51.4,48.6,0.0,0.0,66.7,33.3,79.2,20.8,6.9,93.1
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2001,67.4,41.9,2.3,7.0,0.0,53.5,44.2,0.0,0.0,72.1,27.9,72.1,27.9,9.3,90.7
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2017,67.3,67.3,8.2,17.3,4.1,39.8,52.0,2.0,0.0,35.7,64.3,91.8,8.2,27.6,72.4
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2016,72.2,72.2,1.9,18.5,1.9,53.7,44.4,1.9,0.0,51.9,48.1,87.0,13.0,17.6,82.4
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2015,58.5,55.7,4.7,20.8,1.9,40.6,36.8,0.0,0.0,49.1,50.9,87.7,12.3,20.8,79.2
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2014,39.3,36.6,0.9,22.3,0.9,44.6,33.0,0.0,0.0,38.4,61.6,82.1,17.9,20.5,79.5
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2013,62.5,54.8,0.0,11.5,1.9,42.3,39.4,0.0,0.0,44.2,55.8,86.5,13.5,20.2,79.8
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2012,53.3,48.9,0.0,16.7,2.2,51.1,20.0,0.0,0.0,48.9,51.1,80.0,20.0,26.7,73.3
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2011,60.9,60.9,0.9,14.5,0.0,51.8,46.4,0.0,0.0,51.8,48.2,80.0,20.0,16.4,83.6
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2010,64.7,57.6,2.4,17.6,0.0,40.0,78.8,2.4,1.2,48.2,51.8,81.2,18.8,18.8,81.2
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2009,60.2,57.8,10.8,15.7,0.0,53.0,71.1,2.4,3.6,50.6,49.4,85.5,14.5,13.3,86.7
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2008,65.8,63.3,0.0,11.4,0.0,54.4,73.4,0.0,1.3,41.8,58.2,81.0,19.0,13.9,86.1
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2007,70.8,47.2,3.4,5.6,0.0,56.2,44.9,0.0,0.0,52.8,47.2,75.3,24.7,11.2,88.8
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2006,78.2,51.7,0.0,1.1,0.0,59.8,35.6,0.0,0.0,54.0,46.0,72.4,27.6,17.2,82.8
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2005,76.8,46.4,1.4,1.4,0.0,66.7,47.8,0.0,0.0,56.5,43.5,49.3,50.7,0.0,100.0
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,2004,87.9,56.1,1.5,4.5,0.0,65.2,39.4,0.0,0.0,56.1,43.9,65.2,34.8,4.5,95.5
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2017,78.9,78.9,0.0,17.9,0.8,35.8,61.8,0.8,0.0,49.6,50.4,88.6,11.4,30.9,69.1
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2016,67.3,65.5,0.0,16.4,1.8,41.8,80.0,0.9,0.9,38.2,61.8,91.8,8.2,29.1,70.9
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2015,55.0,43.6,0.0,27.9,0.7,32.1,68.6,0.7,1.4,50.0,50.0,83.6,16.4,24.3,75.7
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2014,55.7,45.0,0.0,15.7,2.9,56.4,75.7,2.1,0.0,55.0,45.0,80.7,19.3,30.0,70.0
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2013,53.8,43.4,0.0,19.3,1.4,60.7,66.2,0.7,0.0,42.1,57.9,86.9,13.1,30.3,69.7
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2012,59.8,55.2,0.0,14.9,0.6,47.1,44.8,0.6,0.0,49.4,50.6,82.8,17.2,21.3,78.7
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2011,53.3,47.9,0.0,8.9,0.6,51.5,53.3,0.0,0.0,49.1,50.9,78.7,21.3,24.3,75.7
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2010,53.0,45.9,0.5,9.7,1.6,31.4,51.4,0.0,0.0,50.8,49.2,84.9,15.1,22.7,77.3
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2009,53.1,46.9,4.2,21.4,1.0,31.8,40.1,0.5,0.0,54.2,45.8,87.0,13.0,19.8,80.2
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2008,67.4,64.2,9.1,9.1,1.1,36.9,46.0,0.5,10.7,63.1,36.9,86.6,13.4,14.4,85.6
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2007,63.9,53.0,0.6,15.1,0.6,36.7,45.8,0.6,0.0,52.4,47.6,73.5,26.5,18.1,81.9
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2006,68.5,52.8,9.0,18.5,2.2,38.2,28.7,1.1,0.0,59.0,41.0,77.5,22.5,14.6,85.4
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2005,60.3,37.8,8.3,9.0,0.0,15.4,53.8,0.0,0.0,60.3,39.7,100.0,0.0,16.7,83.3
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2004,62.2,39.9,2.1,9.1,0.0,25.9,67.8,0.7,0.7,65.0,35.0,100.0,0.0,14.7,85.3
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2003,61.5,33.0,1.7,11.2,0.0,34.6,59.2,0.6,1.1,59.2,40.8,100.0,0.0,16.8,83.2
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2002,68.3,34.5,2.8,11.7,0.0,44.1,71.0,1.4,0.0,65.5,34.5,100.0,0.0,7.6,92.4
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2001,75.7,0.7,0.7,8.1,0.0,58.8,75.7,1.5,0.0,66.9,33.1,94.9,5.1,13.2,86.8
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2017,78.1,78.1,0.0,12.5,1.6,25.0,70.3,0.0,0.0,65.6,34.4,92.2,7.8,26.6,73.4
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2016,62.3,57.4,0.0,13.1,1.6,50.8,72.1,0.0,0.0,75.4,24.6,90.2,9.8,29.5,70.5
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2015,58.3,48.3,0.0,28.3,1.7,28.3,48.3,0.0,0.0,76.7,23.3,96.7,3.3,16.7,83.3
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2014,63.3,40.8,0.0,6.1,0.0,20.4,41.8,0.0,0.0,76.5,23.5,92.9,7.1,23.5,76.5
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2013,65.8,46.1,0.0,6.6,0.0,23.7,53.9,0.0,0.0,88.2,11.8,88.2,11.8,26.3,73.7
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2012,62.3,46.4,0.0,10.1,0.0,43.5,98.6,0.0,0.0,78.3,21.7,89.9,10.1,31.9,68.1
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2011,58.3,50.9,0.0,12.0,0.0,20.4,43.5,0.0,0.0,85.2,14.8,93.5,6.5,23.1,76.9
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2010,61.8,50.0,0.0,16.2,0.0,61.8,97.1,0.0,0.0,83.8,16.2,95.6,4.4,33.8,66.2
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2009,37.7,35.8,1.9,13.2,0.0,43.4,84.9,0.0,0.0,84.9,15.1,88.7,11.3,20.8,79.2
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2008,65.3,61.2,0.0,14.3,0.0,40.8,67.3,0.0,0.0,89.8,10.2,81.6,18.4,24.5,75.5
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2007,66.0,52.0,2.0,12.0,0.0,38.0,60.0,0.0,0.0,84.0,16.0,82.0,18.0,18.0,82.0
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2006,78.7,68.1,12.8,4.3,0.0,42.6,61.7,2.1,0.0,87.2,12.8,89.4,10.6,19.1,80.9
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2005,82.1,66.7,5.1,12.8,0.0,33.3,87.2,0.0,0.0,94.9,5.1,100.0,0.0,12.8,87.2
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2004,79.2,35.4,0.0,6.3,0.0,43.8,37.5,0.0,0.0,91.7,8.3,100.0,0.0,20.8,79.2
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2003,66.0,46.8,0.0,10.6,0.0,36.2,61.7,0.0,0.0,87.2,12.8,100.0,0.0,12.8,87.2
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,2002,65.9,15.9,0.0,4.5,0.0,36.4,63.6,0.0,0.0,84.1,15.9,97.7,2.3,9.1,90.9
09X564,CLAREMONT INTERNATIONAL HS,2017,86.7,86.7,0.0,3.6,3.6,30.1,60.2,0.0,0.0,48.2,51.8,100.0,0.0,12.0,88.0
09X564,CLAREMONT INTERNATIONAL HS,2016,82.7,81.3,0.0,8.0,12.0,12.0,73.3,0.0,0.0,60.0,40.0,100.0,0.0,8.0,92.0
09X564,CLAREMONT INTERNATIONAL HS,2015,78.3,62.7,0.0,7.2,13.3,26.5,54.2,0.0,0.0,54.2,45.8,100.0,0.0,8.4,91.6
09X564,CLAREMONT INTERNATIONAL HS,2014,60.2,51.1,0.0,12.5,4.5,26.1,67.0,1.1,0.0,52.3,47.7,92.0,8.0,6.8,93.2
09X564,CLAREMONT INTERNATIONAL HS,2013,55.8,52.6,0.0,9.5,8.4,16.8,74.7,0.0,0.0,48.4,51.6,74.7,25.3,5.3,94.7
09X564,CLAREMONT INTERNATIONAL HS,2012,65.7,61.2,0.0,7.5,6.0,31.3,61.2,0.0,0.0,44.8,55.2,91.0,9.0,4.5,95.5
09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,2017,91.9,91.9,56.5,3.2,3.2,37.1,56.5,1.6,1.6,100.0,0.0,85.5,14.5,22.6,77.4
09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,2016,94.0,94.0,52.2,3.0,4.5,29.9,64.2,0.0,1.5,100.0,0.0,82.1,17.9,14.9,85.1
09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,2015,89.1,82.8,21.9,3.1,1.6,43.8,51.6,1.6,0.0,100.0,0.0,81.2,18.8,17.2,82.8
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2017,89.9,89.4,50.0,4.3,7.4,10.1,55.3,0.0,0.0,45.7,54.3,68.1,31.9,14.9,85.1
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2016,90.2,89.0,40.5,1.8,6.7,8.0,57.7,0.6,0.6,47.9,52.1,51.5,48.5,15.3,84.7
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2015,88.8,78.3,33.5,3.1,9.3,9.9,54.7,0.0,1.2,49.1,50.9,50.9,49.1,22.4,77.6
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2014,83.9,76.0,24.0,4.7,7.8,10.4,58.9,0.0,0.0,52.1,47.9,54.2,45.8,22.9,77.1
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2013,89.8,84.7,28.7,3.2,9.6,10.2,61.1,0.0,0.6,43.9,56.1,47.8,52.2,16.6,83.4
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2012,85.8,79.1,21.6,6.1,4.7,14.9,48.6,0.7,1.4,40.5,59.5,52.7,47.3,18.2,81.8
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2011,79.6,75.8,18.5,8.9,8.9,10.8,58.0,0.6,0.0,45.9,54.1,51.6,48.4,17.8,82.2
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2010,78.5,74.5,14.8,0.7,8.7,17.4,47.7,0.7,0.0,53.0,47.0,51.0,49.0,10.7,89.3
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2009,75.3,70.4,14.2,5.6,8.0,14.8,57.4,0.0,0.6,51.2,48.8,50.6,49.4,11.7,88.3
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2008,79.3,74.0,10.0,8.0,8.7,14.0,52.0,0.7,0.0,44.0,56.0,41.3,58.7,18.0,82.0
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2007,86.3,76.3,14.4,4.4,8.8,11.2,48.8,1.2,0.0,50.6,49.4,35.0,65.0,11.2,88.8
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2006,86.7,77.0,13.3,3.7,13.3,14.8,39.3,0.0,0.0,45.2,54.8,99.3,0.7,5.2,94.8
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2005,77.8,57.8,12.6,4.4,9.6,17.0,44.4,0.7,0.0,49.6,50.4,100.0,0.0,14.1,85.9
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2004,81.4,61.4,17.9,2.9,10.7,12.9,50.7,0.0,0.0,52.1,47.9,97.1,2.9,11.4,88.6
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2003,84.9,65.6,16.1,2.2,12.9,10.8,47.3,0.0,0.0,41.9,58.1,52.7,47.3,11.8,88.2
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2002,81.5,36.2,6.9,2.3,10.8,13.8,63.1,0.0,0.0,49.2,50.8,92.3,7.7,14.6,85.4
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),2001,78.7,39.3,0.0,2.2,7.9,13.5,66.3,0.0,0.0,57.3,42.7,96.6,3.4,12.4,87.6
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2017,79.0,79.0,16.0,4.9,1.2,30.9,63.0,1.2,0.0,17.3,82.7,95.1,4.9,25.9,74.1
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2016,63.2,63.2,3.8,17.0,4.7,24.5,68.9,1.9,0.0,19.8,80.2,93.4,6.6,22.6,77.4
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2015,62.9,52.6,2.1,4.1,4.1,29.9,60.8,1.0,1.0,15.5,84.5,92.8,7.2,27.8,72.2
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2014,66.0,55.3,9.6,18.1,3.2,29.8,57.4,1.1,2.1,17.0,83.0,86.2,13.8,23.4,76.6
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2013,73.8,62.5,0.0,12.5,6.2,31.2,62.5,0.0,0.0,12.5,87.5,90.0,10.0,18.8,81.2
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2012,74.4,65.6,3.3,11.1,10.0,31.1,58.9,0.0,0.0,27.8,72.2,84.4,15.6,17.8,82.2
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2011,67.4,63.0,7.6,10.9,8.7,37.0,52.2,0.0,1.1,17.4,82.6,84.8,15.2,25.0,75.0
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2010,51.5,46.5,5.9,14.9,2.0,27.7,69.3,1.0,0.0,16.8,83.2,77.2,22.8,18.8,81.2
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2009,65.1,62.3,8.5,8.5,5.7,26.4,67.9,0.0,0.0,21.7,78.3,80.2,19.8,24.5,75.5
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2008,59.8,57.1,8.9,6.3,2.7,31.2,64.3,0.0,0.0,20.5,79.5,83.0,17.0,22.3,77.7
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2007,64.9,52.6,18.6,10.3,8.2,44.3,44.3,0.0,0.0,17.5,82.5,83.5,16.5,15.5,84.5
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2006,75.3,60.3,15.1,5.5,6.8,28.8,61.6,0.0,0.0,17.8,82.2,86.3,13.7,13.7,86.3
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2005,75.0,56.6,28.9,11.8,5.3,39.5,55.3,0.0,0.0,30.3,69.7,86.8,13.2,11.8,88.2
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2004,88.7,87.1,11.3,3.2,4.8,33.9,58.1,1.6,0.0,25.8,74.2,87.1,12.9,6.5,93.5
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2017,81.7,81.7,14.1,11.3,2.8,12.7,80.3,0.0,0.0,76.1,23.9,78.9,21.1,22.5,77.5
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2016,75.9,75.9,5.7,13.8,1.1,28.7,69.0,0.0,0.0,66.7,33.3,78.2,21.8,21.8,78.2
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2015,79.3,70.7,2.4,4.9,1.2,31.7,65.9,0.0,0.0,73.2,26.8,72.0,28.0,30.5,69.5
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2014,69.3,64.8,0.0,5.7,1.1,30.7,64.8,2.3,1.1,69.3,30.7,73.9,26.1,25.0,75.0
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2013,72.9,62.9,0.0,11.4,2.9,20.0,85.7,0.0,2.9,74.3,25.7,71.4,28.6,15.7,84.3
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2012,75.6,70.5,0.0,6.4,1.3,50.0,67.9,0.0,0.0,67.9,32.1,62.8,37.2,15.4,84.6
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2011,75.5,74.5,0.0,2.1,1.1,21.3,56.4,1.1,0.0,69.1,30.9,61.7,38.3,21.3,78.7
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2010,71.2,68.2,0.0,3.0,4.5,21.2,98.5,0.0,0.0,69.7,30.3,63.6,36.4,16.7,83.3
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2009,76.3,69.7,0.0,6.6,5.3,19.7,50.0,0.0,0.0,63.2,36.8,100.0,0.0,17.1,82.9
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2008,81.7,80.0,5.0,5.0,0.0,30.0,80.0,3.3,1.7,73.3,26.7,100.0,0.0,10.0,90.0
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2007,84.7,68.2,32.9,3.5,0.0,25.9,51.8,0.0,0.0,62.4,37.6,98.8,1.2,14.1,85.9
