DBN,School Name,Cohort Year,% Grads,% Total Regents of Cohort,% Advanced Regents of Cohort,% Dropout,% Asian Cohort,% Black Cohort,% Hispanic Cohort,% Native American Cohort,% Multi-Racial Cohort,% Female Cohort,% Male Cohort,% Econ Disadv Cohort,% Not Econ Disadv Cohort,% SWD Cohort,% Not SWD Cohort
08X377,BRONX COMMUNITY HIGH SCHOOL,2014,12.3,6.2,0.0,19.8,1.2,24.7,74.1,0.0,0.0,55.6,44.4,85.2,14.8,27.2,72.8
08X377,BRONX COMMUNITY HIGH SCHOOL,2013,10.4,7.8,0.0,14.3,5.2,37.7,54.5,0.0,0.0,50.6,49.4,70.1,29.9,19.5,80.5
08X377,BRONX COMMUNITY HIGH SCHOOL,2012,11.3,8.8,0.0,17.5,3.8,35.0,55.0,2.5,1.2,51.2,48.8,76.2,23.8,8.8,91.2
08X377,BRONX COMMUNITY HIGH SCHOOL,2011,17.3,16.0,0.0,16.0,5.3,40.0,73.3,0.0,0.0,58.7,41.3,70.7,29.3,6.7,93.3
08X377,BRONX COMMUNITY HIGH SCHOOL,2010,10.0,8.9,0.0,20.0,1.1,41.1,54.4,1.1,0.0,51.1,48.9,74.4,25.6,7.8,92.2
08X377,BRONX COMMUNITY HIGH SCHOOL,2009,6.5,6.5,0.0,21.5,1.1,35.5,66.7,1.1,0.0,55.9,44.1,100.0,0.0,7.5,92.5
08X377,BRONX COMMUNITY HIGH SCHOOL,2008,9.1,8.1,1.0,29.3,2.0,30.3,73.7,2.0,0.0,55.6,44.4,100.0,0.0,4.0,96.0
08X377,BRONX COMMUNITY HIGH SCHOOL,2007,14.0,6.5,0.0,27.1,0.0,30.8,38.3,0.0,0.0,51.4,48.6,98.1,1.9,7.5,92.5
08X377,BRONX COMMUNITY HIGH SCHOOL,2006,12.7,1.3,0.0,24.1,0.0,34.2,62.0,0.0,0.0,60.8,39.2,74.7,25.3,12.7,87.3
08X377,BRONX COMMUNITY HIGH SCHOOL,2005,5.1,2.0,0.0,13.3,0.0,32.7,67.3,0.0,0.0,66.3,33.7,85.7,14.3,14.3,85.7
08X377,BRONX COMMUNITY HIGH SCHOOL,2004,6.9,0.0,0.0,3.4,0.0,58.6,41.4,0.0,0.0,65.5,34.5,96.6,3.4,17.2,82.8
08X377,BRONX COMMUNITY HIGH SCHOOL,2003,0.0,0.0,0.0,0.0,0.0,56.2,43.8,0.0,0.0,43.8,56.2,75.0,25.0,12.5,87.5
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2017,77.9,76.7,15.1,9.3,10.5,32.6,49.4,1.2,0.0,44.2,55.8,77.3,22.7,27.9,72.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2016,75.2,75.2,18.5,9.6,19.7,21.7,46.5,1.3,0.0,40.8,59.2,80.3,19.7,22.3,77.7
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2015,62.1,52.2,6.0,20.3,17.6,20.9,46.7,1.6,0.0,35.2,64.8,76.4,23.6,23.1,76.9
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2014,50.8,50.3,9.3,16.4,15.8,14.2,57.4,0.0,0.0,40.4,59.6,78.1,21.9,25.1,74.9
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2013,56.0,51.9,10.3,19.3,9.9,21.8,47.7,2.9,1.2,35.4,64.6,69.5,30.5,22.6,77.4
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2012,45.1,41.4,5.7,26.1,9.8,23.9,56.3,0.6,0.0,38.8,61.2,75.0,25.0,23.6,76.4
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2011,34.5,31.3,3.4,23.1,7.4,21.1,58.5,1.0,0.0,31.9,68.1,72.3,27.7,26.0,74.0
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2010,47.6,43.8,7.9,20.7,8.2,21.4,59.9,0.4,0.0,43.4,56.6,66.0,34.0,23.5,76.5
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2009,46.7,44.3,9.1,20.5,7.3,22.7,61.0,0.7,0.0,39.5,60.5,64.5,35.5,20.4,79.6
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2008,45.0,41.8,10.0,19.4,6.7,21.9,62.6,0.5,0.0,40.7,59.3,64.1,35.9,20.0,80.0
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2007,46.1,37.6,9.7,23.1,6.4,20.9,60.2,0.4,0.0,39.3,60.7,97.7,2.3,18.7,81.3
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2006,44.6,35.3,12.5,21.2,6.2,23.8,59.2,0.3,0.2,42.1,57.9,94.8,5.2,15.8,84.2
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2005,45.5,33.8,12.1,14.5,6.6,21.4,58.1,0.4,0.4,40.1,59.9,95.8,4.2,18.7,81.3
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2004,42.8,28.2,12.5,19.4,6.8,23.2,56.0,0.2,0.5,47.8,52.2,74.5,25.5,17.8,82.2
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2003,46.4,30.7,10.9,17.1,6.5,22.4,53.1,0.7,0.7,45.7,54.3,64.2,35.8,15.5,84.5
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2002,47.1,31.0,8.4,12.6,7.3,22.4,51.9,2.5,0.0,47.8,52.2,58.6,41.4,7.1,92.9
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2001,55.4,32.4,9.5,13.4,7.4,22.8,48.0,2.0,0.0,49.8,50.2,56.1,43.9,13.4,86.6
08X432,BRONX BRIDGES HIGH SCHOOL,2017,89.2,89.2,2.9,6.9,8.8,6.9,82.4,1.0,0.0,52.9,47.1,86.3,13.7,10.8,89.2
08X432,BRONX BRIDGES HIGH SCHOOL,2016,85.6,84.4,18.9,11.1,13.3,2.2,74.4,3.3,0.0,48.9,51.1,95.6,4.4,14.4,85.6
08X432,BRONX BRIDGES HIGH SCHOOL,2015,65.6,60.2,7.5,15.1,10.8,3.2,79.6,2.2,0.0,39.8,60.2,84.9,15.1,8.6,91.4
08X432,BRONX BRIDGES HIGH SCHOOL,2014,62.4,55.3,4.7,14.1,9.4,3.5,85.9,0.0,0.0,47.1,52.9,87.1,12.9,9.4,90.6
