DBN,School Name,Cohort Year,Econ Disadv # Total Cohort,Econ Disadv # Grads,Econ Disadv % Grads,Econ Disadv # Total Regents,Econ Disadv % Total Regents of Cohort,Econ Disadv # Advanced Regents,Econ Disadv % Advanced Regents of Cohort,Econ Disadv # Dropout,Econ Disadv % Dropout,Not Econ Disadv # Total Cohort,Not Econ Disadv # Grads,Not Econ Disadv % Grads,Not Econ Disadv # Total Regents,Not Econ Disadv % Total Regents of Cohort,Not Econ Disadv # Advanced Regents,Not Econ Disadv % Advanced Regents of Cohort,Not Econ Disadv # Dropout,Not Econ Disadv % Dropout
14K322,FOUNDATIONS ACADEMY,2008,35.0,5,14.3,5,14.3,1,2.9,9,25.7,12.0,4,33.3,3,25.0,0,0.0,2,16.7
14K322,FOUNDATIONS ACADEMY,2007,52.0,26,50.0,23,44.2,1,1.9,6,11.5,21.0,8,38.1,8,38.1,0,0.0,11,52.4
14K322,FOUNDATIONS ACADEMY,2006,51.0,36,70.6,24,47.1,1,2.0,2,3.9,9.0,5,55.6,2,22.2,0,0.0,0,0.0
14K322,FOUNDATIONS ACADEMY,2005,79.0,62,78.5,46,58.2,1,1.3,0,0.0,15.0,9,60.0,7,46.7,0,0.0,1,6.7
14K322,FOUNDATIONS ACADEMY,2004,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
14K449,"BROOKLYN LATIN SCHOOL, THE",2017,114.0,111,97.4,111,97.4,89,78.1,2,1.8,48.0,47,97.9,47,97.9,38,79.2,0,0.0
14K449,"BROOKLYN LATIN SCHOOL, THE",2016,81.0,79,97.5,79,97.5,66,81.5,1,1.2,74.0,71,95.9,71,95.9,60,81.1,1,1.4
14K449,"BROOKLYN LATIN SCHOOL, THE",2015,91.0,89,97.8,89,97.8,57,62.6,0,0.0,65.0,63,96.9,63,96.9,44,67.7,0,0.0
14K449,"BROOKLYN LATIN SCHOOL, THE",2014,123.0,118,95.9,118,95.9,70,56.9,0,0.0,71.0,69,97.2,69,97.2,42,59.2,1,1.4
14K449,"BROOKLYN LATIN SCHOOL, THE",2013,124.0,122,98.4,122,98.4,51,41.1,0,0.0,49.0,49,100.0,49,100.0,23,46.9,0,0.0
14K449,"BROOKLYN LATIN SCHOOL, THE",2012,74.0,71,95.9,71,95.9,25,33.8,1,1.4,42.0,38,90.5,38,90.5,10,23.8,0,0.0
14K449,"BROOKLYN LATIN SCHOOL, THE",2011,121.0,117,96.7,117,96.7,45,37.2,0,0.0,37.0,36,97.3,36,97.3,11,29.7,0,0.0
14K449,"BROOKLYN LATIN SCHOOL, THE",2010,79.0,75,94.9,75,94.9,9,11.4,0,0.0,32.0,32,100.0,32,100.0,6,18.8,0,0.0
14K449,"BROOKLYN LATIN SCHOOL, THE",2009,55.0,52,94.5,52,94.5,9,16.4,0,0.0,31.0,30,96.8,30,96.8,4,12.9,0,0.0
14K449,"BROOKLYN LATIN SCHOOL, THE",2008,44.0,43,97.7,43,97.7,11,25.0,1,2.3,26.0,25,96.2,25,96.2,7,26.9,0,0.0
14K449,"BROOKLYN LATIN SCHOOL, THE",2007,23.0,22,95.7,22,95.7,21,91.3,0,0.0,12.0,10,83.3,10,83.3,7,58.3,0,0.0
14K449,"BROOKLYN LATIN SCHOOL, THE",2006,30.0,27,90.0,27,90.0,14,46.7,0,0.0,21.0,20,95.2,20,95.2,12,57.1,0,0.0
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2017,63.0,57,90.5,57,90.5,0,0.0,3,4.8,13.0,13,100.0,12,92.3,0,0.0,0,0.0
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2016,40.0,34,85.0,27,67.5,0,0.0,1,2.5,12.0,10,83.3,9,75.0,1,8.3,1,8.3
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2015,52.0,41,78.8,25,48.1,0,0.0,8,15.4,19.0,16,84.2,11,57.9,0,0.0,2,10.5
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2014,32.0,27,84.4,17,53.1,0,0.0,1,3.1,9.0,7,77.8,6,66.7,0,0.0,1,11.1
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2013,48.0,30,62.5,21,43.8,0,0.0,10,20.8,8.0,4,50.0,3,37.5,0,0.0,2,25.0
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2012,42.0,29,69.0,27,64.3,0,0.0,8,19.0,14.0,10,71.4,8,57.1,0,0.0,3,21.4
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2011,75.0,49,65.3,49,65.3,0,0.0,14,18.7,20.0,12,60.0,12,60.0,0,0.0,5,25.0
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2010,76.0,39,51.3,34,44.7,0,0.0,10,13.2,19.0,5,26.3,5,26.3,0,0.0,10,52.6
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2009,56.0,28,50.0,24,42.9,0,0.0,7,12.5,22.0,6,27.3,6,27.3,0,0.0,7,31.8
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2008,71.0,50,70.4,47,66.2,0,0.0,9,12.7,20.0,11,55.0,10,50.0,0,0.0,4,20.0
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2007,68.0,38,55.9,30,44.1,0,0.0,11,16.2,18.0,6,33.3,4,22.2,0,0.0,4,22.2
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2006,79.0,40,50.6,33,41.8,0,0.0,14,17.7,17.0,12,70.6,12,70.6,0,0.0,1,5.9
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2005,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,2004,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2017,146.0,92,63.0,88,60.3,15,10.3,14,9.6,20.0,14,70.0,14,70.0,3,15.0,5,25.0
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2016,152.0,97,63.8,96,63.2,7,4.6,13,8.6,20.0,13,65.0,13,65.0,1,5.0,3,15.0
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2015,176.0,116,65.9,93,52.8,0,0.0,15,8.5,46.0,37,80.4,30,65.2,0,0.0,3,6.5
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2014,185.0,128,69.2,116,62.7,2,1.1,15,8.1,30.0,24,80.0,22,73.3,0,0.0,5,16.7
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2013,176.0,123,69.9,106,60.2,2,1.1,20,11.4,35.0,19,54.3,19,54.3,0,0.0,5,14.3
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2012,225.0,149,66.2,137,60.9,2,0.9,20,8.9,58.0,35,60.3,33,56.9,0,0.0,7,12.1
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2011,232.0,153,65.9,149,64.2,0,0.0,28,12.1,54.0,37,68.5,34,63.0,0,0.0,5,9.3
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2010,223.0,119,53.4,114,51.1,2,0.9,21,9.4,37.0,14,37.8,13,35.1,0,0.0,12,32.4
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2009,204.0,102,50.0,98,48.0,5,2.5,29,14.2,44.0,24,54.5,24,54.5,0,0.0,11,25.0
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2008,190.0,127,66.8,121,63.7,6,3.2,12,6.3,37.0,19,51.4,18,48.6,0,0.0,7,18.9
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2007,184.0,108,58.7,75,40.8,7,3.8,30,16.3,31.0,11,35.5,8,25.8,2,6.5,8,25.8
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2006,173.0,116,67.1,86,49.7,4,2.3,7,4.0,34.0,17,50.0,13,38.2,1,2.9,6,17.6
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2005,180.0,120,66.7,66,36.7,3,1.7,16,8.9,40.0,22,55.0,16,40.0,0,0.0,7,17.5
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2004,193.0,103,53.4,57,29.5,4,2.1,12,6.2,77.0,30,39.0,18,23.4,1,1.3,13,16.9
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2003,161.0,95,59.0,58,36.0,4,2.5,18,11.2,78.0,33,42.3,20,25.6,0,0.0,9,11.5
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2002,132.0,86,65.2,17,12.9,0,0.0,9,6.8,81.0,28,34.6,8,9.9,1,1.2,11,13.6
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2001,63.0,42,66.7,22,34.9,0,0.0,8,12.7,65.0,29,44.6,10,15.4,0,0.0,4,6.2
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2017,48.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2016,82.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2015,80.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2014,98.0,54,55.1,37,37.8,0,0.0,14,14.3,12.0,7,58.3,4,33.3,1,8.3,2,16.7
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2013,121.0,68,56.2,62,51.2,2,1.7,13,10.7,19.0,7,36.8,7,36.8,0,0.0,4,21.1
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2012,126.0,70,55.6,63,50.0,4,3.2,21,16.7,32.0,19,59.4,18,56.3,1,3.1,6,18.8
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2011,148.0,62,41.9,55,37.2,2,1.4,33,22.3,22.0,11,50.0,10,45.5,0,0.0,7,31.8
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2010,159.0,80,50.3,74,46.5,4,2.5,25,15.7,21.0,5,23.8,5,23.8,0,0.0,9,42.9
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2009,162.0,68,42.0,67,41.4,0,0.0,26,16.0,41.0,14,34.1,14,34.1,0,0.0,9,22.0
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2008,175.0,110,62.9,106,60.6,7,4.0,16,9.1,40.0,34,85.0,33,82.5,1,2.5,4,10.0
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2007,171.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2006,142.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2005,156.0,98,62.8,49,31.4,5,3.2,15,9.6,6.0,1,16.7,0,0.0,0,0.0,4,66.7
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2004,123.0,80,65.0,19,15.4,2,1.6,12,9.8,45.0,16,35.6,5,11.1,0,0.0,12,26.7
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2003,131.0,80,61.1,47,35.9,5,3.8,15,11.5,49.0,15,30.6,6,12.2,0,0.0,5,10.2
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2002,117.0,89,76.1,59,50.4,8,6.8,3,2.6,73.0,31,42.5,22,30.1,3,4.1,13,17.8
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2001,74.0,52,70.3,29,39.2,1,1.4,8,10.8,37.0,14,37.8,8,21.6,1,2.7,9,24.3
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2017,180.0,137,76.1,137,76.1,67,37.2,15,8.3,23.0,23,100.0,23,100.0,14,60.9,0,0.0
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2016,196.0,156,79.6,153,78.1,32,16.3,8,4.1,21.0,18,85.7,18,85.7,5,23.8,1,4.8
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2015,152.0,116,76.3,97,63.8,7,4.6,15,9.9,27.0,16,59.3,15,55.6,0,0.0,2,7.4
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2014,168.0,129,76.8,103,61.3,7,4.2,13,7.7,47.0,31,66.0,28,59.6,1,2.1,5,10.6
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2013,160.0,115,71.9,103,64.4,1,0.6,8,5.0,64.0,40,62.5,37,57.8,0,0.0,7,10.9
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2012,181.0,139,76.8,127,70.2,9,5.0,14,7.7,52.0,44,84.6,42,80.8,3,5.8,1,1.9
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2011,225.0,156,69.3,152,67.6,7,3.1,24,10.7,41.0,25,61.0,25,61.0,0,0.0,3,7.3
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2010,213.0,143,67.1,134,62.9,11,5.2,11,5.2,37.0,20,54.1,19,51.4,3,8.1,4,10.8
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2009,187.0,120,64.2,113,60.4,11,5.9,11,5.9,30.0,15,50.0,14,46.7,0,0.0,6,20.0
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2008,146.0,99,67.8,93,63.7,11,7.5,9,6.2,88.0,59,67.0,54,61.4,9,10.2,7,8.0
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2007,147.0,118,80.3,106,72.1,13,8.8,2,1.4,67.0,53,79.1,48,71.6,2,3.0,2,3.0
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2006,135.0,116,85.9,90,66.7,6,4.4,2,1.5,26.0,18,69.2,13,50.0,0,0.0,3,11.5
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2005,122.0,109,89.3,82,67.2,57,46.7,0,0.0,46.0,35,76.1,25,54.3,16,34.8,2,4.3
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2004,114.0,104,91.2,80,70.2,58,50.9,0,0.0,57.0,49,86.0,36,63.2,22,38.6,3,5.3
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2003,126.0,100,79.4,68,54.0,38,30.2,13,10.3,48.0,36,75.0,23,47.9,9,18.8,7,14.6
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2002,119.0,83,69.7,36,30.3,7,5.9,12,10.1,51.0,29,56.9,13,25.5,1,2.0,9,17.6
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2001,95.0,78,82.1,43,45.3,2,2.1,8,8.4,44.0,21,47.7,9,20.5,2,4.5,7,15.9
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2017,88.0,78,88.6,76,86.4,0,0.0,0,0.0,20.0,19,95.0,19,95.0,0,0.0,0,0.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2016,120.0,102,85.0,99,82.5,0,0.0,1,0.8,16.0,15,93.8,14,87.5,0,0.0,0,0.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2015,108.0,99,91.7,89,82.4,0,0.0,1,0.9,30.0,28,93.3,26,86.7,0,0.0,0,0.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2014,97.0,88,90.7,82,84.5,0,0.0,2,2.1,22.0,21,95.5,19,86.4,0,0.0,0,0.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2013,86.0,77,89.5,68,79.1,0,0.0,2,2.3,32.0,29,90.6,27,84.4,0,0.0,2,6.3
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2012,95.0,81,85.3,74,77.9,0,0.0,2,2.1,26.0,23,88.5,21,80.8,0,0.0,1,3.8
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2011,91.0,79,86.8,65,71.4,0,0.0,5,5.5,17.0,15,88.2,13,76.5,0,0.0,1,5.9
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2010,93.0,75,80.6,55,59.1,0,0.0,1,1.1,22.0,15,68.2,11,50.0,1,4.5,3,13.6
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2009,79.0,55,69.6,38,48.1,0,0.0,3,3.8,21.0,14,66.7,12,57.1,0,0.0,4,19.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2008,61.0,42,68.9,35,57.4,0,0.0,5,8.2,8.0,7,87.5,6,75.0,1,12.5,0,0.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2007,73.0,52,71.2,48,65.8,1,1.4,4,5.5,8.0,6,75.0,6,75.0,0,0.0,1,12.5
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2006,59.0,45,76.3,36,61.0,1,1.7,3,5.1,16.0,14,87.5,10,62.5,0,0.0,2,12.5
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2005,69.0,55,79.7,41,59.4,3,4.3,0,0.0,15.0,10,66.7,7,46.7,0,0.0,1,6.7
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2004,39.0,37,94.9,33,84.6,3,7.7,1,2.6,16.0,16,100.0,14,87.5,1,6.3,0,0.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2017,121.0,119,98.3,119,98.3,53,43.8,0,0.0,26.0,25,96.2,25,96.2,8,30.8,0,0.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2016,96.0,91,94.8,90,93.8,31,32.3,2,2.1,30.0,30,100.0,30,100.0,5,16.7,0,0.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2015,101.0,97,96.0,97,96.0,10,9.9,1,1.0,23.0,23,100.0,23,100.0,2,8.7,0,0.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2014,114.0,112,98.2,105,92.1,42,36.8,1,0.9,17.0,16,94.1,15,88.2,7,41.2,1,5.9
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2013,111.0,105,94.6,101,91.0,27,24.3,2,1.8,19.0,19,100.0,19,100.0,6,31.6,0,0.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2012,105.0,98,93.3,95,90.5,22,21.0,5,4.8,31.0,30,96.8,29,93.5,12,38.7,1,3.2
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2011,114.0,104,91.2,101,88.6,22,19.3,4,3.5,34.0,34,100.0,31,91.2,7,20.6,0,0.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2010,87.0,76,87.4,73,83.9,18,20.7,8,9.2,29.0,29,100.0,28,96.6,9,31.0,0,0.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2009,82.0,74,90.2,72,87.8,21,25.6,5,6.1,10.0,9,90.0,9,90.0,4,40.0,1,10.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2008,88.0,77,87.5,71,80.7,17,19.3,6,6.8,14.0,12,85.7,10,71.4,2,14.3,0,0.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2007,90.0,80,88.9,73,81.1,6,6.7,5,5.6,12.0,9,75.0,9,75.0,1,8.3,2,16.7
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2006,86.0,72,83.7,63,73.3,4,4.7,7,8.1,11.0,8,72.7,7,63.6,0,0.0,0,0.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2005,62.0,48,77.4,43,69.4,2,3.2,6,9.7,18.0,13,72.2,11,61.1,1,5.6,1,5.6
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2004,74.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2003,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2002,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2017,134.0,131,97.8,131,97.8,32,23.9,0,0.0,37.0,37,100.0,37,100.0,10,27.0,0,0.0
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2016,124.0,119,96.0,110,88.7,45,36.3,0,0.0,32.0,32,100.0,31,96.9,6,18.8,0,0.0
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2015,118.0,110,93.2,102,86.4,21,17.8,1,0.8,33.0,33,100.0,30,90.9,6,18.2,0,0.0
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2014,119.0,113,95.0,109,91.6,24,20.2,1,0.8,38.0,36,94.7,33,86.8,7,18.4,1,2.6
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2013,133.0,124,93.2,119,89.5,29,21.8,1,0.8,35.0,34,97.1,31,88.6,14,40.0,0,0.0
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2012,138.0,120,87.0,107,77.5,26,18.8,3,2.2,43.0,40,93.0,39,90.7,13,30.2,1,2.3
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2011,134.0,120,89.6,110,82.1,35,26.1,6,4.5,37.0,34,91.9,34,91.9,11,29.7,1,2.7
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2010,134.0,116,86.6,107,79.9,10,7.5,5,3.7,32.0,29,90.6,28,87.5,6,18.8,1,3.1
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2009,113.0,95,84.1,94,83.2,16,14.2,5,4.4,27.0,24,88.9,24,88.9,4,14.8,1,3.7
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2008,119.0,106,89.1,104,87.4,24,20.2,4,3.4,,,,,,,,,
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2007,111.0,97,87.4,90,81.1,13,11.7,2,1.8,,,,,,,,,
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2006,108.0,93,86.1,88,81.5,12,11.1,8,7.4,,,,,,,,,
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2005,103.0,88,85.4,83,80.6,23,22.3,5,4.9,,,,,,,,,
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2004,87.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2003,5.0,s,s,s,s,s,s,s,s,,,,,,,,,
14K586,LYONS COMMUNITY SCHOOL,2017,62.0,49,79.0,49,79.0,0,0.0,8,12.9,6.0,5,83.3,5,83.3,0,0.0,1,16.7
14K586,LYONS COMMUNITY SCHOOL,2016,65.0,47,72.3,47,72.3,0,0.0,2,3.1,8.0,6,75.0,6,75.0,0,0.0,2,25.0
14K586,LYONS COMMUNITY SCHOOL,2015,70.0,50,71.4,50,71.4,0,0.0,3,4.3,6.0,5,83.3,5,83.3,0,0.0,1,16.7
14K586,LYONS COMMUNITY SCHOOL,2014,80.0,58,72.5,52,65.0,0,0.0,9,11.3,13.0,6,46.2,6,46.2,0,0.0,4,30.8
14K586,LYONS COMMUNITY SCHOOL,2013,71.0,46,64.8,37,52.1,0,0.0,9,12.7,10.0,6,60.0,6,60.0,0,0.0,2,20.0
14K586,LYONS COMMUNITY SCHOOL,2012,60.0,41,68.3,36,60.0,0,0.0,8,13.3,16.0,8,50.0,7,43.8,0,0.0,3,18.8
14K586,LYONS COMMUNITY SCHOOL,2011,55.0,36,65.5,29,52.7,0,0.0,5,9.1,14.0,7,50.0,5,35.7,0,0.0,4,28.6
14K586,LYONS COMMUNITY SCHOOL,2010,62.0,29,46.8,29,46.8,0,0.0,8,12.9,17.0,7,41.2,6,35.3,0,0.0,2,11.8
14K586,LYONS COMMUNITY SCHOOL,2009,53.0,27,50.9,25,47.2,0,0.0,5,9.4,20.0,10,50.0,9,45.0,0,0.0,4,20.0
14K586,LYONS COMMUNITY SCHOOL,2008,63.0,34,54.0,34,54.0,0,0.0,12,19.0,10.0,4,40.0,4,40.0,0,0.0,4,40.0
14K586,LYONS COMMUNITY SCHOOL,2007,65.0,46,70.8,31,47.7,0,0.0,8,12.3,26.0,9,34.6,5,19.2,0,0.0,4,15.4
14K586,LYONS COMMUNITY SCHOOL,2006,3.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
14K610,A-TECH HIGH SCHOOL,2017,67.0,51,76.1,51,76.1,22,32.8,9,13.4,9.0,9,100.0,9,100.0,6,66.7,0,0.0
14K610,A-TECH HIGH SCHOOL,2016,73.0,53,72.6,53,72.6,15,20.5,9,12.3,13.0,11,84.6,11,84.6,3,23.1,2,15.4
14K610,A-TECH HIGH SCHOOL,2015,62.0,44,71.0,32,51.6,0,0.0,7,11.3,17.0,12,70.6,10,58.8,0,0.0,2,11.8
14K610,A-TECH HIGH SCHOOL,2014,92.0,68,73.9,51,55.4,1,1.1,9,9.8,24.0,20,83.3,16,66.7,1,4.2,3,12.5
14K610,A-TECH HIGH SCHOOL,2013,35.0,26,74.3,20,57.1,1,2.9,4,11.4,7.0,5,71.4,4,57.1,0,0.0,1,14.3
14K610,A-TECH HIGH SCHOOL,2012,70.0,38,54.3,23,32.9,0,0.0,12,17.1,30.0,19,63.3,17,56.7,0,0.0,3,10.0
14K610,A-TECH HIGH SCHOOL,2011,69.0,31,44.9,26,37.7,0,0.0,20,29.0,27.0,13,48.1,12,44.4,0,0.0,4,14.8
14K610,A-TECH HIGH SCHOOL,2010,98.0,48,49.0,31,31.6,0,0.0,29,29.6,32.0,16,50.0,12,37.5,0,0.0,5,15.6
14K610,A-TECH HIGH SCHOOL,2009,141.0,65,46.1,54,38.3,1,0.7,24,17.0,46.0,14,30.4,13,28.3,0,0.0,11,23.9
14K610,A-TECH HIGH SCHOOL,2008,107.0,61,57.0,60,56.1,0,0.0,18,16.8,69.0,43,62.3,43,62.3,0,0.0,13,18.8
14K610,A-TECH HIGH SCHOOL,2007,147.0,78,53.1,47,32.0,1,0.7,29,19.7,94.0,41,43.6,23,24.5,0,0.0,24,25.5
14K610,A-TECH HIGH SCHOOL,2006,147.0,89,60.5,40,27.2,0,0.0,14,9.5,86.0,38,44.2,15,17.4,0,0.0,19,22.1
14K610,A-TECH HIGH SCHOOL,2005,137.0,74,54.0,33,24.1,0,0.0,14,10.2,78.0,41,52.6,18,23.1,0,0.0,12,15.4
