DBN,School Name,Cohort Year,Econ Disadv # Total Cohort,Econ Disadv # Grads,Econ Disadv % Grads,Econ Disadv # Total Regents,Econ Disadv % Total Regents of Cohort,Econ Disadv # Advanced Regents,Econ Disadv % Advanced Regents of Cohort,Econ Disadv # Dropout,Econ Disadv % Dropout,Not Econ Disadv # Total Cohort,Not Econ Disadv # Grads,Not Econ Disadv % Grads,Not Econ Disadv # Total Regents,Not Econ Disadv % Total Regents of Cohort,Not Econ Disadv # Advanced Regents,Not Econ Disadv % Advanced Regents of Cohort,Not Econ Disadv # Dropout,Not Econ Disadv % Dropout
13K509,FREEDOM ACADEMY HS,2002,29.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
13K509,FREEDOM ACADEMY HS,2001,12.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,2017,47.0,46,97.9,46,97.9,1,2.1,1,2.1,14.0,13,92.9,13,92.9,0,0.0,0,0.0
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,2016,62.0,58,93.5,53,85.5,12,19.4,3,4.8,12.0,11,91.7,10,83.3,1,8.3,0,0.0
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,2015,54.0,43,79.6,36,66.7,4,7.4,1,1.9,16.0,13,81.3,9,56.3,0,0.0,0,0.0
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,2014,57.0,48,84.2,41,71.9,4,7.0,3,5.3,11.0,9,81.8,8,72.7,0,0.0,0,0.0
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,2013,51.0,39,76.5,36,70.6,0,0.0,3,5.9,18.0,14,77.8,12,66.7,0,0.0,2,11.1
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,2012,42.0,28,66.7,26,61.9,0,0.0,0,0.0,21.0,15,71.4,13,61.9,1,4.8,0,0.0
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,2011,55.0,46,83.6,43,78.2,0,0.0,3,5.5,18.0,16,88.9,16,88.9,0,0.0,1,5.6
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,2010,46.0,39,84.8,37,80.4,3,6.5,0,0.0,9.0,7,77.8,7,77.8,2,22.2,1,11.1
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,2009,43.0,29,67.4,29,67.4,2,4.7,2,4.7,20.0,16,80.0,15,75.0,2,10.0,0,0.0
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2017,48.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2016,61.0,8,13.1,7,11.5,0,0.0,4,6.6,8.0,1,12.5,1,12.5,0,0.0,2,25.0
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2015,75.0,9,12.0,4,5.3,0,0.0,20,26.7,14.0,1,7.1,1,7.1,0,0.0,8,57.1
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2014,56.0,6,10.7,6,10.7,0,0.0,7,12.5,11.0,1,9.1,1,9.1,0,0.0,0,0.0
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2013,48.0,12,25.0,12,25.0,1,2.1,7,14.6,6.0,1,16.7,0,0.0,0,0.0,0,0.0
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2012,60.0,11,18.3,10,16.7,0,0.0,11,18.3,7.0,0,0.0,0,0.0,0,0.0,2,28.6
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2011,62.0,14,22.6,11,17.7,1,1.6,5,8.1,8.0,4,50.0,3,37.5,0,0.0,1,12.5
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2010,52.0,15,28.8,14,26.9,0,0.0,6,11.5,8.0,3,37.5,2,25.0,0,0.0,1,12.5
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2009,61.0,8,13.1,8,13.1,0,0.0,6,9.8,9.0,2,22.2,1,11.1,0,0.0,2,22.2
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2008,50.0,8,16.0,7,14.0,0,0.0,8,16.0,14.0,5,35.7,4,28.6,0,0.0,1,7.1
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2007,73.0,9,12.3,4,5.5,0,0.0,10,13.7,14.0,3,21.4,1,7.1,0,0.0,2,14.3
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2006,45.0,8,17.8,2,4.4,0,0.0,10,22.2,10.0,1,10.0,0,0.0,0,0.0,1,10.0
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2005,56.0,20,35.7,6,10.7,0,0.0,6,10.7,8.0,3,37.5,0,0.0,0,0.0,0,0.0
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2004,68.0,8,11.8,1,1.5,0,0.0,5,7.4,15.0,2,13.3,0,0.0,0,0.0,1,6.7
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2003,95.0,10,10.5,5,5.3,0,0.0,5,5.3,20.0,1,5.0,0,0.0,0,0.0,0,0.0
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2002,104.0,9,8.7,2,1.9,0,0.0,8,7.7,24.0,2,8.3,0,0.0,0,0.0,1,4.2
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2001,106.0,13,12.3,0,0.0,0,0.0,9,8.5,29.0,2,6.9,0,0.0,0,0.0,3,10.3
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2015,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2014,20.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2013,44.0,6,13.6,6,13.6,0,0.0,5,11.4,10.0,0,0.0,0,0.0,0,0.0,3,30.0
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2012,40.0,10,25.0,10,25.0,0,0.0,5,12.5,13.0,3,23.1,3,23.1,0,0.0,3,23.1
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2011,53.0,9,17.0,9,17.0,0,0.0,3,5.7,7.0,2,28.6,2,28.6,0,0.0,0,0.0
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2010,36.0,10,27.8,10,27.8,0,0.0,5,13.9,9.0,4,44.4,4,44.4,0,0.0,2,22.2
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2009,33.0,3,9.1,3,9.1,0,0.0,5,15.2,12.0,1,8.3,1,8.3,0,0.0,3,25.0
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2008,66.0,5,7.6,5,7.6,0,0.0,20,30.3,9.0,1,11.1,1,11.1,0,0.0,5,55.6
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2007,53.0,7,13.2,3,5.7,0,0.0,10,18.9,15.0,0,0.0,0,0.0,0,0.0,3,20.0
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2006,42.0,12,28.6,5,11.9,0,0.0,2,4.8,10.0,3,30.0,3,30.0,0,0.0,0,0.0
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2005,45.0,15,33.3,10,22.2,0,0.0,4,8.9,7.0,4,57.1,2,28.6,0,0.0,0,0.0
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2004,46.0,13,28.3,4,8.7,0,0.0,4,8.7,8.0,4,50.0,1,12.5,0,0.0,0,0.0
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2003,62.0,29,46.8,10,16.1,0,0.0,6,9.7,10.0,4,40.0,3,30.0,0,0.0,2,20.0
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2002,47.0,16,34.0,5,10.6,0,0.0,3,6.4,21.0,3,14.3,1,4.8,0,0.0,9,42.9
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,2001,67.0,26,38.8,1,1.5,0,0.0,6,9.0,19.0,4,21.1,0,0.0,0,0.0,4,21.1
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2017,22.0,20,90.9,20,90.9,0,0.0,1,4.5,9.0,9,100.0,9,100.0,0,0.0,0,0.0
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2016,46.0,39,84.8,38,82.6,0,0.0,4,8.7,9.0,8,88.9,8,88.9,0,0.0,1,11.1
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2015,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2014,19.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2013,30.0,11,36.7,11,36.7,0,0.0,4,13.3,13.0,8,61.5,8,61.5,0,0.0,2,15.4
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2012,18.0,10,55.6,10,55.6,0,0.0,3,16.7,18.0,9,50.0,9,50.0,0,0.0,1,5.6
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2011,53.0,26,49.1,26,49.1,0,0.0,7,13.2,22.0,15,68.2,15,68.2,0,0.0,2,9.1
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2010,37.0,21,56.8,21,56.8,0,0.0,8,21.6,20.0,10,50.0,10,50.0,0,0.0,2,10.0
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2009,49.0,29,59.2,29,59.2,0,0.0,3,6.1,,,,,,,,,
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2008,61.0,33,54.1,33,54.1,0,0.0,8,13.1,,,,,,,,,
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2007,58.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,2006,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
13K595,BEDFORD ACADEMY HIGH SCHOOL,2017,61.0,59,96.7,59,96.7,18,29.5,0,0.0,22.0,22,100.0,22,100.0,4,18.2,0,0.0
13K595,BEDFORD ACADEMY HIGH SCHOOL,2016,68.0,67,98.5,67,98.5,26,38.2,0,0.0,16.0,14,87.5,14,87.5,2,12.5,1,6.3
13K595,BEDFORD ACADEMY HIGH SCHOOL,2015,65.0,64,98.5,64,98.5,11,16.9,0,0.0,7.0,7,100.0,7,100.0,1,14.3,0,0.0
13K595,BEDFORD ACADEMY HIGH SCHOOL,2014,67.0,66,98.5,66,98.5,10,14.9,0,0.0,27.0,26,96.3,26,96.3,3,11.1,1,3.7
13K595,BEDFORD ACADEMY HIGH SCHOOL,2013,63.0,61,96.8,61,96.8,1,1.6,0,0.0,20.0,20,100.0,20,100.0,0,0.0,0,0.0
13K595,BEDFORD ACADEMY HIGH SCHOOL,2012,56.0,55,98.2,55,98.2,10,17.9,0,0.0,30.0,29,96.7,29,96.7,5,16.7,0,0.0
13K595,BEDFORD ACADEMY HIGH SCHOOL,2011,52.0,50,96.2,50,96.2,35,67.3,0,0.0,27.0,26,96.3,26,96.3,12,44.4,0,0.0
13K595,BEDFORD ACADEMY HIGH SCHOOL,2010,52.0,50,96.2,48,92.3,28,53.8,1,1.9,39.0,39,100.0,36,92.3,22,56.4,0,0.0
13K595,BEDFORD ACADEMY HIGH SCHOOL,2009,61.0,58,95.1,58,95.1,31,50.8,0,0.0,43.0,40,93.0,39,90.7,20,46.5,1,2.3
13K595,BEDFORD ACADEMY HIGH SCHOOL,2008,51.0,50,98.0,50,98.0,18,35.3,0,0.0,43.0,41,95.3,40,93.0,18,41.9,0,0.0
13K595,BEDFORD ACADEMY HIGH SCHOOL,2007,51.0,49,96.1,48,94.1,22,43.1,0,0.0,39.0,38,97.4,36,92.3,12,30.8,0,0.0
13K595,BEDFORD ACADEMY HIGH SCHOOL,2006,52.0,50,96.2,47,90.4,28,53.8,1,1.9,24.0,20,83.3,18,75.0,14,58.3,2,8.3
13K595,BEDFORD ACADEMY HIGH SCHOOL,2005,51.0,47,92.2,46,90.2,37,72.5,0,0.0,26.0,26,100.0,25,96.2,18,69.2,0,0.0
13K595,BEDFORD ACADEMY HIGH SCHOOL,2004,76.0,74,97.4,69,90.8,47,61.8,0,0.0,41.0,39,95.1,38,92.7,21,51.2,1,2.4
13K595,BEDFORD ACADEMY HIGH SCHOOL,2003,59.0,59,100.0,56,94.9,37,62.7,0,0.0,35.0,29,82.9,29,82.9,23,65.7,2,5.7
13K595,BEDFORD ACADEMY HIGH SCHOOL,2002,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2017,155.0,137,88.4,137,88.4,61,39.4,1,0.6,26.0,26,100.0,26,100.0,13,50.0,0,0.0
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2016,124.0,118,95.2,118,95.2,21,16.9,2,1.6,48.0,47,97.9,47,97.9,11,22.9,1,2.1
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2015,108.0,97,89.8,83,76.9,8,7.4,3,2.8,36.0,33,91.7,28,77.8,1,2.8,0,0.0
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2014,107.0,73,68.2,65,60.7,1,0.9,7,6.5,24.0,15,62.5,13,54.2,1,4.2,3,12.5
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2013,89.0,63,70.8,55,61.8,5,5.6,8,9.0,23.0,17,73.9,16,69.6,0,0.0,1,4.3
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2012,97.0,74,76.3,65,67.0,1,1.0,8,8.2,35.0,25,71.4,16,45.7,0,0.0,4,11.4
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2011,132.0,83,62.9,76,57.6,1,0.8,6,4.5,26.0,18,69.2,16,61.5,0,0.0,1,3.8
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2010,150.0,94,62.7,89,59.3,10,6.7,7,4.7,46.0,32,69.6,30,65.2,2,4.3,2,4.3
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2009,175.0,89,50.9,84,48.0,9,5.1,16,9.1,58.0,35,60.3,33,56.9,0,0.0,5,8.6
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2008,179.0,89,49.7,86,48.0,4,2.2,12,6.7,57.0,27,47.4,27,47.4,1,1.8,9,15.8
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2007,102.0,55,53.9,46,45.1,1,1.0,6,5.9,44.0,23,52.3,16,36.4,2,4.5,6,13.6
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2006,191.0,106,55.5,59,30.9,27,14.1,15,7.9,55.0,22,40.0,9,16.4,4,7.3,12,21.8
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2005,116.0,75,64.7,17,14.7,4,3.4,9,7.8,53.0,26,49.1,7,13.2,3,5.7,6,11.3
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2004,153.0,80,52.3,26,17.0,11,7.2,15,9.8,88.0,47,53.4,16,18.2,1,1.1,13,14.8
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2003,100.0,68,68.0,25,25.0,12,12.0,10,10.0,65.0,43,66.2,17,26.2,2,3.1,7,10.8
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2002,128.0,75,58.6,30,23.4,6,4.7,15,11.7,100.0,55,55.0,18,18.0,1,1.0,17,17.0
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2001,83.0,37,44.6,14,16.9,1,1.2,9,10.8,92.0,19,20.7,10,10.9,1,1.1,19,20.7
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2017,53.0,10,18.9,8,15.1,0,0.0,1,1.9,8.0,2,25.0,2,25.0,0,0.0,0,0.0
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2016,46.0,10,21.7,10,21.7,0,0.0,11,23.9,16.0,3,18.8,3,18.8,0,0.0,4,25.0
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2015,53.0,1,1.9,1,1.9,0,0.0,8,15.1,9.0,1,11.1,0,0.0,0,0.0,0,0.0
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2014,81.0,5,6.2,5,6.2,0,0.0,13,16.0,12.0,1,8.3,0,0.0,0,0.0,2,16.7
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2013,47.0,4,8.5,4,8.5,0,0.0,10,21.3,8.0,1,12.5,1,12.5,0,0.0,2,25.0
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2012,63.0,10,15.9,5,7.9,0,0.0,18,28.6,15.0,2,13.3,1,6.7,0,0.0,3,20.0
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2011,60.0,3,5.0,2,3.3,0,0.0,17,28.3,12.0,0,0.0,0,0.0,0,0.0,2,16.7
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2010,61.0,1,1.6,0,0.0,0,0.0,12,19.7,12.0,2,16.7,1,8.3,0,0.0,3,25.0
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2009,65.0,2,3.1,2,3.1,0,0.0,18,27.7,12.0,0,0.0,0,0.0,0,0.0,7,58.3
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2008,48.0,6,12.5,5,10.4,0,0.0,13,27.1,17.0,2,11.8,1,5.9,0,0.0,5,29.4
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2007,71.0,7,9.9,0,0.0,0,0.0,18,25.4,15.0,0,0.0,0,0.0,0,0.0,3,20.0
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2006,76.0,7,9.2,2,2.6,0,0.0,20,26.3,12.0,0,0.0,0,0.0,0,0.0,3,25.0
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,2005,35.0,0,0.0,0,0.0,0,0.0,1,2.9,15.0,0,0.0,0,0.0,0,0.0,1,6.7
13K670,BENJAMIN BANNEKER ACADEMY,2017,118.0,112,94.9,112,94.9,70,59.3,4,3.4,73.0,71,97.3,71,97.3,46,63.0,1,1.4
13K670,BENJAMIN BANNEKER ACADEMY,2016,112.0,109,97.3,108,96.4,31,27.7,0,0.0,44.0,43,97.7,43,97.7,13,29.5,0,0.0
13K670,BENJAMIN BANNEKER ACADEMY,2015,130.0,124,95.4,123,94.6,38,29.2,1,0.8,60.0,58,96.7,56,93.3,14,23.3,0,0.0
13K670,BENJAMIN BANNEKER ACADEMY,2014,123.0,116,94.3,112,91.1,36,29.3,1,0.8,58.0,56,96.6,56,96.6,15,25.9,0,0.0
13K670,BENJAMIN BANNEKER ACADEMY,2013,165.0,146,88.5,139,84.2,34,20.6,1,0.6,76.0,65,85.5,65,85.5,8,10.5,2,2.6
13K670,BENJAMIN BANNEKER ACADEMY,2012,99.0,93,93.9,89,89.9,14,14.1,0,0.0,126.0,119,94.4,119,94.4,17,13.5,3,2.4
13K670,BENJAMIN BANNEKER ACADEMY,2011,104.0,95,91.3,93,89.4,33,31.7,1,1.0,111.0,101,91.0,100,90.1,32,28.8,3,2.7
13K670,BENJAMIN BANNEKER ACADEMY,2010,105.0,96,91.4,93,88.6,34,32.4,1,1.0,89.0,80,89.9,80,89.9,17,19.1,0,0.0
13K670,BENJAMIN BANNEKER ACADEMY,2009,140.0,131,93.6,131,93.6,23,16.4,1,0.7,83.0,77,92.8,77,92.8,16,19.3,1,1.2
13K670,BENJAMIN BANNEKER ACADEMY,2008,117.0,109,93.2,108,92.3,38,32.5,2,1.7,84.0,78,92.9,77,91.7,14,16.7,1,1.2
13K670,BENJAMIN BANNEKER ACADEMY,2007,96.0,86,89.6,84,87.5,48,50.0,0,0.0,66.0,60,90.9,58,87.9,30,45.5,0,0.0
13K670,BENJAMIN BANNEKER ACADEMY,2006,159.0,144,90.6,135,84.9,62,39.0,5,3.1,75.0,72,96.0,71,94.7,39,52.0,1,1.3
13K670,BENJAMIN BANNEKER ACADEMY,2005,155.0,150,96.8,149,96.1,88,56.8,1,0.6,91.0,84,92.3,81,89.0,45,49.5,2,2.2
13K670,BENJAMIN BANNEKER ACADEMY,2004,154.0,147,95.5,141,91.6,89,57.8,0,0.0,84.0,71,84.5,68,81.0,46,54.8,7,8.3
13K670,BENJAMIN BANNEKER ACADEMY,2003,125.0,121,96.8,107,85.6,48,38.4,0,0.0,75.0,60,80.0,53,70.7,24,32.0,5,6.7
13K670,BENJAMIN BANNEKER ACADEMY,2002,76.0,72,94.7,71,93.4,28,36.8,2,2.6,79.0,65,82.3,57,72.2,17,21.5,3,3.8
13K670,BENJAMIN BANNEKER ACADEMY,2001,65.0,61,93.8,49,75.4,0,0.0,0,0.0,76.0,67,88.2,48,63.2,1,1.3,2,2.6
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",2017,57.0,53,93.0,53,93.0,0,0.0,0,0.0,23.0,23,100.0,23,100.0,0,0.0,0,0.0
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",2016,63.0,57,90.5,57,90.5,0,0.0,2,3.2,17.0,15,88.2,15,88.2,0,0.0,0,0.0
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",2015,61.0,50,82.0,46,75.4,0,0.0,2,3.3,22.0,18,81.8,16,72.7,0,0.0,2,9.1
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",2014,81.0,60,74.1,56,69.1,0,0.0,2,2.5,29.0,24,82.8,21,72.4,0,0.0,1,3.4
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",2013,73.0,61,83.6,52,71.2,0,0.0,0,0.0,36.0,29,80.6,27,75.0,0,0.0,1,2.8
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",2012,70.0,55,78.6,50,71.4,0,0.0,2,2.9,37.0,32,86.5,29,78.4,0,0.0,1,2.7
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",2011,74.0,64,86.5,62,83.8,0,0.0,0,0.0,40.0,34,85.0,33,82.5,0,0.0,1,2.5
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",2010,102.0,38,37.3,34,33.3,1,1.0,2,2.0,53.0,34,64.2,31,58.5,1,1.9,1,1.9
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",2009,43.0,29,67.4,27,62.8,1,2.3,0,0.0,20.0,14,70.0,14,70.0,1,5.0,0,0.0
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2017,51.0,22,43.1,22,43.1,3,5.9,6,11.8,13.0,7,53.8,7,53.8,1,7.7,2,15.4
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2016,70.0,44,62.9,43,61.4,1,1.4,7,10.0,10.0,9,90.0,8,80.0,1,10.0,1,10.0
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2015,75.0,44,58.7,35,46.7,1,1.3,11,14.7,22.0,10,45.5,10,45.5,0,0.0,3,13.6
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2014,60.0,38,63.3,29,48.3,1,1.7,7,11.7,17.0,12,70.6,11,64.7,0,0.0,2,11.8
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2013,75.0,46,61.3,36,48.0,2,2.7,10,13.3,22.0,17,77.3,15,68.2,0,0.0,0,0.0
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2012,77.0,33,42.9,27,35.1,0,0.0,13,16.9,36.0,18,50.0,15,41.7,0,0.0,9,25.0
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2011,72.0,29,40.3,27,37.5,0,0.0,14,19.4,13.0,7,53.8,5,38.5,0,0.0,3,23.1
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2010,74.0,35,47.3,35,47.3,0,0.0,17,23.0,22.0,17,77.3,15,68.2,0,0.0,1,4.5
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2009,108.0,49,45.4,44,40.7,2,1.9,15,13.9,,,,,,,,,
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2008,111.0,43,38.7,38,34.2,0,0.0,15,13.5,,,,,,,,,
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2007,98.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2006,98.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2005,94.0,46,48.9,34,36.2,3,3.2,7,7.4,,,,,,,,,
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2004,73.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2003,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2002,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2001,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
14K322,FOUNDATIONS ACADEMY,2014,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
14K322,FOUNDATIONS ACADEMY,2013,3.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
14K322,FOUNDATIONS ACADEMY,2012,22.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
14K322,FOUNDATIONS ACADEMY,2011,27.0,10,37.0,6,22.2,0,0.0,5,18.5,9.0,2,22.2,2,22.2,0,0.0,5,55.6
14K322,FOUNDATIONS ACADEMY,2010,21.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
14K322,FOUNDATIONS ACADEMY,2009,27.0,2,7.4,2,7.4,0,0.0,6,22.2,,,,,,,,,
