DBN,School Name,Cohort Year,Asian # Total Cohort,Asian # Grads,Asian % Grads,Asian # Total Regents,Asian % Total Regents of Cohort,Asian # Advanced Regents,Asian % Advanced Regents of Cohort,Asian # Dropout,Asian % Dropout,Black # Total Cohort,Black # Grads,Black % Grads,Black # Total Regents,Black % Total Regents of Cohort,Black # Advanced Regents,Black % Advanced Regents of Cohort,Black # Dropout,Black % Dropout,Hispanic # Total Cohort,Hispanic # Grads,Hispanic % Grads,Hispanic # Total Regents,Hispanic % Total Regents of Cohort,Hispanic # Advanced Regents,Hispanic % Advanced Regents of Cohort,Hispanic # Dropout,Hispanic % Dropout,White # Total Cohort,White # Grads,White % Grads,White # Total Regents,White % Total Regents of Cohort,White # Advanced Regents,White % Advanced Regents of Cohort,White # Dropout,White % Dropout,Native American # Total Cohort,Native American # Grads,Native American % Grads,Native American # Total Regents,Native American % Total Regents of Cohort,Native American # Advanced Regents,Native American % Advanced Regents of Cohort,Native American # Dropout,Native American % Dropout,Multi-Racial # Total Cohort,Multi-Racial # Grads,Multi-Racial % Grads,Multi-Racial # Total Regents,Multi-Racial % Total Regents of Cohort,Multi-Racial # Advanced Regents,Multi-Racial % Advanced Regents of Cohort,Multi-Racial # Dropout,Multi-Racial % Dropout
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,2006,2.0,s,s,s,s,s,s,s,s,46.0,24,52.2,15,32.6,1,2.2,3,6.5,65.0,21,32.3,20,30.8,3,4.6,10,15.4,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,2005,3.0,s,s,s,s,s,s,s,s,36.0,s,s,s,s,s,s,s,s,58.0,29,50,22,37.9,3,5.2,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,2004,,,,,,,,,,30.0,s,s,s,s,s,s,s,s,45.0,19,42.2,11,24.4,0,0,12,26.7,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,2003,,,,,,,,,,71.0,s,s,s,s,s,s,s,s,72.0,27,37.5,15,20.8,0,0,28,38.9,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,2002,,,,,,,,,,32.0,19,59.4,10,31.3,0,0,1,3.1,39.0,10,25.6,4,10.3,0,0,10,25.6,2.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,2001,,,,,,,,,,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X440,DEWITT CLINTON HIGH SCHOOL,2017,24.0,24,100,24,100,16,66.7,0,0,65.0,59,90.8,59,90.8,32,49.2,3,4.6,103.0,91,88.3,91,88.3,34,33,7,6.8,9.0,8,88.9,8,88.9,5,55.6,1,11.1,3.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
10X440,DEWITT CLINTON HIGH SCHOOL,2016,30.0,30,100,30,100,21,70,0,0,104.0,96,92.3,96,92.3,30,28.8,2,1.9,155.0,121,78.1,119,76.8,18,11.6,24,15.5,8.0,6,75,6,75,2,25,2,25,1.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
10X440,DEWITT CLINTON HIGH SCHOOL,2015,27.0,25,92.6,21,77.8,1,3.7,0,0,95.0,78,82.1,59,62.1,8,8.4,7,7.4,171.0,115,67.3,71,41.5,9,5.3,30,17.5,7.0,5,71.4,5,71.4,2,28.6,1,14.3,3.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
10X440,DEWITT CLINTON HIGH SCHOOL,2014,34.0,29,85.3,27,79.4,5,14.7,3,8.8,83.0,54,65.1,45,54.2,2,2.4,15,18.1,124.0,60,48.4,45,36.3,0,0,35,28.2,18.0,15,83.3,11,61.1,0,0,3,16.7,5.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
10X440,DEWITT CLINTON HIGH SCHOOL,2013,25.0,20,80,17,68,8,32,3,12,104.0,49,47.1,49,47.1,5,4.8,20,19.2,209.0,81,38.8,67,32.1,11,5.3,67,32.1,9.0,5,55.6,5,55.6,1,11.1,2,22.2,4.0,s,s,s,s,s,s,s,s,6.0,s,s,s,s,s,s,s,s
10X440,DEWITT CLINTON HIGH SCHOOL,2012,59.0,43,72.9,39,66.1,6,10.2,5,8.5,191.0,98,51.3,85,44.5,11,5.8,38,19.9,373.0,124,33.2,102,27.3,15,4,112,30,22.0,11,50,10,45.5,2,9.1,2,9.1,4.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
10X440,DEWITT CLINTON HIGH SCHOOL,2011,53.0,39,73.6,39,73.6,21,39.6,5,9.4,265.0,129,48.7,116,43.8,22,8.3,58,21.9,447.0,145,32.4,128,28.6,11,2.5,144,32.2,16.0,10,62.5,10,62.5,4,25,3,18.8,6.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
10X440,DEWITT CLINTON HIGH SCHOOL,2010,65.0,49,75.4,48,73.8,16,24.6,1,1.5,294.0,147,50,127,43.2,28,9.5,51,17.3,572.0,188,32.9,170,29.7,26,4.5,181,31.6,22.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X440,DEWITT CLINTON HIGH SCHOOL,2009,76.0,55,72.4,52,68.4,21,27.6,4,5.3,342.0,191,55.8,170,49.7,44,12.9,60,17.5,617.0,251,40.7,210,34,39,6.3,137,22.2,19.0,9,47.4,9,47.4,3,15.8,3,15.8,10.0,6,60,6,60,2,20,0,0,,,,,,,,,
10X440,DEWITT CLINTON HIGH SCHOOL,2008,70.0,44,62.9,44,62.9,24,34.3,5,7.1,277.0,143,51.6,127,45.8,31,11.2,27,9.7,707.0,246,34.8,223,31.5,47,6.6,133,18.8,25.0,13,52,11,44,4,16,4,16,12.0,8,66.7,8,66.7,1,8.3,0,0,,,,,,,,,
10X440,DEWITT CLINTON HIGH SCHOOL,2007,62.0,47,75.8,40,64.5,20,32.3,7,11.3,275.0,159,57.8,127,46.2,30,10.9,34,12.4,676.0,302,44.7,234,34.6,54,8,133,19.7,23.0,14,60.9,13,56.5,3,13,3,13,6.0,3,50,3,50,1,16.7,0,0,,,,,,,,,
10X440,DEWITT CLINTON HIGH SCHOOL,2006,55.0,46,83.6,40,72.7,13,23.6,0,0,271.0,174,64.2,128,47.2,37,13.7,37,13.7,653.0,328,50.2,207,31.7,61,9.3,133,20.4,24.0,14,58.3,14,58.3,3,12.5,7,29.2,8.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
10X440,DEWITT CLINTON HIGH SCHOOL,2005,72.0,59,81.9,56,77.8,40,55.6,7,9.7,264.0,169,64,130,49.2,49,18.6,43,16.3,638.0,356,55.8,241,37.8,78,12.2,85,13.3,31.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X440,DEWITT CLINTON HIGH SCHOOL,2004,55.0,44,80,40,72.7,19,34.5,2,3.6,220.0,123,55.9,97,44.1,41,18.6,21,9.5,635.0,296,46.6,214,33.7,69,10.9,93,14.6,25.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X440,DEWITT CLINTON HIGH SCHOOL,2003,60.0,52,86.7,46,76.7,27,45,4,6.7,274.0,165,60.2,126,46,52,19,45,16.4,703.0,338,48.1,229,32.6,83,11.8,121,17.2,28.0,20,71.4,14,50,8,28.6,2,7.1,7.0,5,71.4,3,42.9,1,14.3,0,0,,,,,,,,,
10X440,DEWITT CLINTON HIGH SCHOOL,2002,56.0,41,73.2,35,62.5,20,35.7,5,8.9,247.0,163,66,112,45.3,36,14.6,20,8.1,563.0,291,51.7,196,34.8,79,14,98,17.4,47.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X440,DEWITT CLINTON HIGH SCHOOL,2001,53.0,38,71.7,31,58.5,16,30.2,4,7.5,325.0,182,56,121,37.2,38,11.7,37,11.4,556.0,312,56.1,223,40.1,70,12.6,69,12.4,37.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2016,2.0,s,s,s,s,s,s,s,s,23.0,23,100,23,100,13,56.5,0,0,61.0,61,100,61,100,28,45.9,0,0,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,8.0,7,87.5,7,87.5,2,25,0,0
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2015,4.0,s,s,s,s,s,s,s,s,26.0,25,96.2,22,84.6,7,26.9,0,0,62.0,51,82.3,45,72.6,13,21,1,1.6,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,3.0,s,s,s,s,s,s,s,s
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2014,2.0,s,s,s,s,s,s,s,s,18.0,18,100,18,100,3,16.7,0,0,70.0,63,90,57,81.4,14,20,3,4.3,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2013,1.0,s,s,s,s,s,s,s,s,18.0,17,94.4,17,94.4,2,11.1,0,0,61.0,57,93.4,56,91.8,10,16.4,2,3.3,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,3.0,s,s,s,s,s,s,s,s
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2012,2.0,s,s,s,s,s,s,s,s,21.0,19,90.5,18,85.7,3,14.3,0,0,67.0,58,86.6,58,86.6,4,6,0,0,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2010,1.0,s,s,s,s,s,s,s,s,25.0,21,84,21,84,1,4,3,12,74.0,62,83.8,59,79.7,8,10.8,2,2.7,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2008,1.0,s,s,s,s,s,s,s,s,20.0,16,80,16,80,3,15,0,0,68.0,48,70.6,43,63.2,3,4.4,5,7.4,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2005,1.0,s,s,s,s,s,s,s,s,27.0,s,s,s,s,s,s,s,s,46.0,31,67.4,25,54.3,4,8.7,1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2003,1.0,s,s,s,s,s,s,s,s,22.0,19,86.4,12,54.5,3,13.6,1,4.5,51.0,41,80.4,25,49,3,5.9,2,3.9,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2017,,,,,,,,,,13.0,13,100,13,100,7,53.8,0,0,72.0,66,91.7,66,91.7,45,62.5,0,0,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2011,,,,,,,,,,30.0,27,90,27,90,3,10,1,3.3,56.0,51,91.1,50,89.3,5,8.9,4,7.1,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2009,,,,,,,,,,20.0,s,s,s,s,s,s,s,s,54.0,43,79.6,41,75.9,5,9.3,1,1.9,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2007,,,,,,,,,,32.0,s,s,s,s,s,s,s,s,52.0,39,75,28,53.8,1,1.9,5,9.6,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2006,,,,,,,,,,21.0,s,s,s,s,s,s,s,s,58.0,45,77.6,32,55.2,6,10.3,4,6.9,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",2004,,,,,,,,,,24.0,s,s,s,s,s,s,s,s,46.0,28,60.9,16,34.8,3,6.5,3,6.5,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2017,501.0,500,99.8,500,99.8,492,98.2,0,0,20.0,20,100,20,100,18,90,0,0,52.0,52,100,52,100,47,90.4,0,0,151.0,151,100,151,100,148,98,0,0,3.0,s,s,s,s,s,s,s,s,13.0,s,s,s,s,s,s,s,s
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2016,476.0,476,100,476,100,466,97.9,0,0,22.0,22,100,22,100,20,90.9,0,0,52.0,52,100,52,100,49,94.2,0,0,185.0,185,100,185,100,175,94.6,0,0,2.0,s,s,s,s,s,s,s,s,14.0,s,s,s,s,s,s,s,s
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2015,493.0,492,99.8,492,99.8,469,95.1,0,0,17.0,16,94.1,16,94.1,16,94.1,0,0,50.0,48,96,48,96,42,84,0,0,158.0,158,100,158,100,148,93.7,0,0,8.0,8,100,8,100,7,87.5,0,0,15.0,15,100,15,100,13,86.7,0,0
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2014,475.0,472,99.4,472,99.4,460,96.8,1,0.2,14.0,14,100,14,100,14,100,0,0,32.0,32,100,32,100,32,100,0,0,186.0,184,98.9,184,98.9,175,94.1,1,0.5,,,,,,,,,,12.0,12,100,12,100,12,100,0,0
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2013,454.0,452,99.6,452,99.6,429,94.5,0,0,16.0,16,100,16,100,15,93.8,0,0,45.0,45,100,45,100,44,97.8,0,0,205.0,205,100,205,100,201,98,0,0,2.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2012,493.0,492,99.8,492,99.8,438,88.8,0,0,24.0,23,95.8,23,95.8,22,91.7,1,4.2,43.0,43,100,43,100,38,88.4,0,0,154.0,154,100,154,100,149,96.8,0,0,,,,,,,,,,69.0,68,98.6,68,98.6,66,95.7,0,0
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2011,497.0,492,99,492,99,491,98.8,0,0,26.0,26,100,26,100,26,100,0,0,50.0,49,98,49,98,48,96,1,2,158.0,158,100,158,100,158,100,0,0,2.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2010,464.0,464,100,464,100,463,99.8,0,0,26.0,25,96.2,25,96.2,24,92.3,1,3.8,61.0,60,98.4,60,98.4,60,98.4,1,1.6,191.0,190,99.5,190,99.5,189,99,0,0,2.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2009,471.0,469,99.6,469,99.6,468,99.4,0,0,23.0,s,s,s,s,s,s,s,s,59.0,59,100,59,100,59,100,0,0,199.0,198,99.5,198,99.5,197,99,0,0,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2008,459.0,459,100,459,100,457,99.6,0,0,28.0,s,s,s,s,s,s,s,s,42.0,42,100,42,100,42,100,0,0,195.0,194,99.5,194,99.5,194,99.5,0,0,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2007,449.0,448,99.8,448,99.8,442,98.4,0,0,24.0,s,s,s,s,s,s,s,s,71.0,69,97.2,69,97.2,68,95.8,0,0,183.0,182,99.5,182,99.5,181,98.9,0,0,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2006,418.0,413,98.8,413,98.8,410,98.1,0,0,22.0,s,s,s,s,s,s,s,s,52.0,50,96.2,50,96.2,50,96.2,0,0,174.0,172,98.9,172,98.9,171,98.3,0,0,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2005,340.0,337,99.1,337,99.1,333,97.9,0,0,33.0,s,s,s,s,s,s,s,s,36.0,35,97.2,35,97.2,35,97.2,0,0,170.0,168,98.8,168,98.8,167,98.2,0,0,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2004,340.0,338,99.4,338,99.4,337,99.1,0,0,25.0,s,s,s,s,s,s,s,s,38.0,38,100,38,100,38,100,0,0,189.0,182,96.3,182,96.3,178,94.2,2,1.1,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2003,290.0,285,98.3,285,98.3,283,97.6,0,0,27.0,26,96.3,26,96.3,25,92.6,0,0,52.0,50,96.2,50,96.2,50,96.2,0,0,172.0,170,98.8,170,98.8,168,97.7,0,0,1.0,s,s,s,s,s,s,s,s,17.0,s,s,s,s,s,s,s,s
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2002,291.0,286,98.3,286,98.3,286,98.3,0,0,38.0,35,92.1,35,92.1,35,92.1,0,0,35.0,s,s,s,s,s,s,s,s,220.0,216,98.2,216,98.2,216,98.2,0,0,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,2001,284.0,273,96.1,273,96.1,269,94.7,0,0,48.0,s,s,s,s,s,s,s,s,63.0,55,87.3,55,87.3,54,85.7,1,1.6,244.0,239,98,239,98,237,97.1,0,0,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X475,JOHN F KENNEDY HS,2010,1.0,s,s,s,s,s,s,s,s,38.0,16,42.1,14,36.8,0,0,15,39.5,93.0,35,37.6,32,34.4,0,0,46,49.5,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X475,JOHN F KENNEDY HS,2009,2.0,s,s,s,s,s,s,s,s,85.0,30,35.3,29,34.1,1,1.2,24,28.2,178.0,47,26.4,42,23.6,1,0.6,57,32,7.0,3,42.9,2,28.6,0,0,1,14.3,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X475,JOHN F KENNEDY HS,2008,2.0,s,s,s,s,s,s,s,s,124.0,58,46.8,51,41.1,4,3.2,32,25.8,196.0,70,35.7,63,32.1,2,1,70,35.7,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X475,JOHN F KENNEDY HS,2007,4.0,s,s,s,s,s,s,s,s,119.0,50,42,35,29.4,0,0,34,28.6,249.0,79,31.7,53,21.3,4,1.6,70,28.1,4.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X475,JOHN F KENNEDY HS,2006,7.0,2,28.6,2,28.6,1,14.3,1,14.3,134.0,51,38.1,30,22.4,6,4.5,35,26.1,348.0,121,34.8,63,18.1,7,2,105,30.2,10.0,3,30,1,10,0,0,5,50,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X475,JOHN F KENNEDY HS,2005,20.0,7,35,4,20,1,5,4,20,193.0,80,41.5,31,16.1,0,0,33,17.1,483.0,181,37.5,80,16.6,0,0,93,19.3,18.0,11,61.1,6,33.3,0,0,0,0,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X475,JOHN F KENNEDY HS,2004,14.0,9,64.3,6,42.9,0,0,1,7.1,219.0,97,44.3,33,15.1,5,2.3,40,18.3,520.0,236,45.4,63,12.1,8,1.5,81,15.6,15.0,7,46.7,2,13.3,0,0,3,20,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X475,JOHN F KENNEDY HS,2003,11.0,6,54.5,4,36.4,1,9.1,3,27.3,211.0,82,38.9,42,19.9,4,1.9,59,28,452.0,147,32.5,57,12.6,13,2.9,136,30.1,22.0,8,36.4,4,18.2,2,9.1,7,31.8,3.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X475,JOHN F KENNEDY HS,2002,22.0,8,36.4,5,22.7,4,18.2,9,40.9,218.0,74,33.9,54,24.8,12,5.5,61,28,585.0,186,31.8,89,15.2,14,2.4,170,29.1,28.0,11,39.3,7,25,3,10.7,10,35.7,3.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X475,JOHN F KENNEDY HS,2001,29.0,s,s,s,s,s,s,s,s,227.0,87,38.3,54,23.8,12,5.3,54,23.8,631.0,174,27.6,88,13.9,19,3,170,26.9,40.0,13,32.5,6,15,2,5,14,35,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2017,23.0,22,95.7,22,95.7,17,73.9,0,0,10.0,10,100,10,100,6,60,0,0,64.0,62,96.9,62,96.9,37,57.8,0,0,4.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2016,8.0,s,s,s,s,s,s,s,s,19.0,18,94.7,18,94.7,14,73.7,1,5.3,75.0,70,93.3,70,93.3,43,57.3,1,1.3,10.0,10,100,10,100,7,70,0,0,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2015,19.0,18,94.7,18,94.7,7,36.8,1,5.3,22.0,22,100,22,100,6,27.3,0,0,63.0,57,90.5,57,90.5,28,44.4,1,1.6,7.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2014,11.0,11,100,11,100,4,36.4,0,0,19.0,15,78.9,15,78.9,6,31.6,0,0,64.0,54,84.4,53,82.8,14,21.9,1,1.6,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2013,7.0,5,71.4,5,71.4,1,14.3,0,0,31.0,27,87.1,27,87.1,5,16.1,0,0,60.0,55,91.7,55,91.7,14,23.3,1,1.7,6.0,6,100,6,100,2,33.3,0,0,,,,,,,,,,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2012,12.0,10,83.3,9,75,5,41.7,0,0,23.0,21,91.3,21,91.3,8,34.8,0,0,71.0,63,88.7,63,88.7,21,29.6,3,4.2,7.0,7,100,7,100,5,71.4,0,0,,,,,,,,,,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2011,12.0,11,91.7,11,91.7,3,25,1,8.3,30.0,28,93.3,28,93.3,10,33.3,0,0,61.0,56,91.8,55,90.2,7,11.5,1,1.6,8.0,s,s,s,s,s,s,s,s,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2010,14.0,13,92.9,13,92.9,1,7.1,0,0,29.0,27,93.1,26,89.7,2,6.9,1,3.4,49.0,42,85.7,41,83.7,4,8.2,0,0,9.0,9,100,9,100,2,22.2,0,0,,,,,,,,,,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2009,14.0,11,78.6,11,78.6,4,28.6,1,7.1,23.0,22,95.7,22,95.7,5,21.7,0,0,73.0,65,89,64,87.7,12,16.4,1,1.4,4.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2008,12.0,s,s,s,s,s,s,s,s,25.0,23,92,23,92,4,16,1,4,66.0,58,87.9,57,86.4,17,25.8,2,3,13.0,11,84.6,11,84.6,7,53.8,0,0,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2007,11.0,s,s,s,s,s,s,s,s,20.0,16,80,16,80,4,20,0,0,58.0,45,77.6,44,75.9,9,15.5,2,3.4,5.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2006,15.0,13,86.7,13,86.7,6,40,0,0,16.0,16,100,15,93.8,3,18.8,0,0,67.0,58,86.6,56,83.6,10,14.9,0,0,8.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2005,15.0,13,86.7,12,80,2,13.3,1,6.7,15.0,13,86.7,12,80,3,20,0,0,59.0,52,88.1,49,83.1,8,13.6,0,0,6.0,5,83.3,5,83.3,2,33.3,0,0,,,,,,,,,,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2004,21.0,17,81,11,52.4,2,9.5,0,0,24.0,23,95.8,21,87.5,7,29.2,1,4.2,55.0,47,85.5,42,76.4,10,18.2,2,3.6,8.0,7,87.5,5,62.5,1,12.5,1,12.5,,,,,,,,,,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2003,17.0,16,94.1,14,82.4,6,35.3,0,0,22.0,21,95.5,18,81.8,1,4.5,0,0,46.0,42,91.3,39,84.8,4,8.7,1,2.2,7.0,6,85.7,5,71.4,1,14.3,0,0,,,,,,,,,,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2002,10.0,7,70,6,60,1,10,2,20,11.0,11,100,10,90.9,0,0,0,0,48.0,44,91.7,41,85.4,4,8.3,2,4.2,11.0,9,81.8,5,45.5,1,9.1,0,0,,,,,,,,,,,,,,,,,,
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,2001,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,2017,6.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s,81.0,68,84,68,84,0,0,3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,2016,3.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s,72.0,59,81.9,59,81.9,0,0,6,8.3,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,2015,2.0,s,s,s,s,s,s,s,s,6.0,4,66.7,4,66.7,0,0,0,0,73.0,53,72.6,46,63,0,0,11,15.1,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
