DBN,School Name,Cohort Year,Asian # Total Cohort,Asian # Grads,Asian % Grads,Asian # Total Regents,Asian % Total Regents of Cohort,Asian # Advanced Regents,Asian % Advanced Regents of Cohort,Asian # Dropout,Asian % Dropout,Black # Total Cohort,Black # Grads,Black % Grads,Black # Total Regents,Black % Total Regents of Cohort,Black # Advanced Regents,Black % Advanced Regents of Cohort,Black # Dropout,Black % Dropout,Hispanic # Total Cohort,Hispanic # Grads,Hispanic % Grads,Hispanic # Total Regents,Hispanic % Total Regents of Cohort,Hispanic # Advanced Regents,Hispanic % Advanced Regents of Cohort,Hispanic # Dropout,Hispanic % Dropout,White # Total Cohort,White # Grads,White % Grads,White # Total Regents,White % Total Regents of Cohort,White # Advanced Regents,White % Advanced Regents of Cohort,White # Dropout,White % Dropout,Native American # Total Cohort,Native American # Grads,Native American % Grads,Native American # Total Regents,Native American % Total Regents of Cohort,Native American # Advanced Regents,Native American % Advanced Regents of Cohort,Native American # Dropout,Native American % Dropout,Multi-Racial # Total Cohort,Multi-Racial # Grads,Multi-Racial % Grads,Multi-Racial # Total Regents,Multi-Racial % Total Regents of Cohort,Multi-Racial # Advanced Regents,Multi-Racial % Advanced Regents of Cohort,Multi-Racial # Dropout,Multi-Racial % Dropout
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,2014,1.0,s,s,s,s,s,s,s,s,8.0,5,62.5,5,62.5,0,0,2,25,79.0,46,58.2,37,46.8,0,0,25,31.6,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,2013,3.0,s,s,s,s,s,s,s,s,11.0,8,72.7,8,72.7,0,0,0,0,87.0,51,58.6,45,51.7,0,0,19,21.8,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,2011,3.0,s,s,s,s,s,s,s,s,15.0,10,66.7,10,66.7,0,0,1,6.7,78.0,29,37.2,29,37.2,0,0,20,25.6,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,2012,,,,,,,,,,7.0,5,71.4,5,71.4,0,0,0,0,73.0,23,31.5,21,28.8,0,0,29,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,2010,,,,,,,,,,,,,,,,,,,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2016,1.0,s,s,s,s,s,s,s,s,30.0,24,80,24,80,1,3.3,4,13.3,61.0,53,86.9,52,85.2,1,1.6,4,6.6,4.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2014,1.0,s,s,s,s,s,s,s,s,18.0,17,94.4,15,83.3,3,16.7,1,5.6,45.0,33,73.3,27,60,2,4.4,9,20,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X546,BRONX THEATRE HIGH SCHOOL,2012,1.0,s,s,s,s,s,s,s,s,28.0,18,64.3,17,60.7,0,0,4,14.3,55.0,40,72.7,38,69.1,1,1.8,5,9.1,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2010,1.0,s,s,s,s,s,s,s,s,28.0,18,64.3,17,60.7,0,0,5,17.9,60.0,40,66.7,38,63.3,2,3.3,5,8.3,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2008,1.0,s,s,s,s,s,s,s,s,28.0,22,78.6,22,78.6,2,7.1,4,14.3,61.0,43,70.5,38,62.3,1,1.6,6,9.8,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2007,1.0,s,s,s,s,s,s,s,s,34.0,20,58.8,17,50,0,0,3,8.8,66.0,33,50,30,45.5,1,1.5,17,25.8,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2006,1.0,s,s,s,s,s,s,s,s,34.0,22,64.7,15,44.1,0,0,3,8.8,70.0,32,45.7,17,24.3,2,2.9,17,24.3,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2003,2.0,s,s,s,s,s,s,s,s,25.0,20,80,13,52,0,0,1,4,43.0,30,69.8,20,46.5,1,2.3,5,11.6,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2017,,,,,,,,,,24.0,s,s,s,s,s,s,s,s,49.0,44,89.8,44,89.8,11,22.4,5,10.2,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2015,,,,,,,,,,27.0,24,88.9,18,66.7,2,7.4,1,3.7,48.0,35,72.9,29,60.4,2,4.2,6,12.5,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X546,BRONX THEATRE HIGH SCHOOL,2013,,,,,,,,,,25.0,20,80,19,76,0,0,2,8,56.0,29,51.8,29,51.8,0,0,10,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2011,,,,,,,,,,32.0,s,s,s,s,s,s,s,s,67.0,39,58.2,30,44.8,0,0,5,7.5,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2009,,,,,,,,,,21.0,s,s,s,s,s,s,s,s,79.0,57,72.2,56,70.9,2,2.5,7,8.9,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2005,,,,,,,,,,35.0,s,s,s,s,s,s,s,s,63.0,41,65.1,22,34.9,1,1.6,10,15.9,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2004,,,,,,,,,,35.0,s,s,s,s,s,s,s,s,62.0,34,54.8,18,29,2,3.2,12,19.4,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,2002,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,2017,3.0,s,s,s,s,s,s,s,s,23.0,22,95.7,22,95.7,12,52.2,1,4.3,83.0,74,89.2,74,89.2,29,34.9,6,7.2,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,2016,6.0,6,100,6,100,0,0,0,0,21.0,20,95.2,20,95.2,0,0,0,0,81.0,72,88.9,72,88.9,1,1.2,5,6.2,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,2015,3.0,s,s,s,s,s,s,s,s,22.0,18,81.8,17,77.3,0,0,2,9.1,85.0,71,83.5,65,76.5,5,5.9,5,5.9,4.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X549,DISCOVERY HIGH SCHOOL,2014,4.0,s,s,s,s,s,s,s,s,20.0,15,75,15,75,2,10,3,15,74.0,61,82.4,60,81.1,24,32.4,8,10.8,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,2013,1.0,s,s,s,s,s,s,s,s,26.0,19,73.1,19,73.1,8,30.8,2,7.7,77.0,57,74,54,70.1,28,36.4,6,7.8,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,2012,3.0,s,s,s,s,s,s,s,s,20.0,16,80,14,70,9,45,3,15,92.0,65,70.7,63,68.5,28,30.4,10,10.9,4.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X549,DISCOVERY HIGH SCHOOL,2011,5.0,s,s,s,s,s,s,s,s,23.0,13,56.5,13,56.5,6,26.1,6,26.1,116.0,63,54.3,62,53.4,32,27.6,12,10.3,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,2010,5.0,s,s,s,s,s,s,s,s,20.0,10,50,8,40,7,35,6,30,101.0,59,58.4,49,48.5,33,32.7,13,12.9,,,,,,,,,,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X549,DISCOVERY HIGH SCHOOL,2009,2.0,s,s,s,s,s,s,s,s,26.0,13,50,13,50,10,38.5,3,11.5,104.0,44,42.3,41,39.4,25,24,16,15.4,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
10X549,DISCOVERY HIGH SCHOOL,2008,2.0,s,s,s,s,s,s,s,s,37.0,21,56.8,21,56.8,11,29.7,6,16.2,65.0,30,46.2,29,44.6,18,27.7,10,15.4,,,,,,,,,,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,2007,4.0,s,s,s,s,s,s,s,s,32.0,16,50,14,43.8,3,9.4,5,15.6,82.0,51,62.2,46,56.1,13,15.9,16,19.5,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,2003,1.0,s,s,s,s,s,s,s,s,24.0,13,54.2,11,45.8,1,4.2,3,12.5,40.0,20,50,10,25,0,0,4,10,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,2006,,,,,,,,,,19.0,13,68.4,12,63.2,4,21.1,1,5.3,77.0,49,63.6,44,57.1,20,26,12,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,2005,,,,,,,,,,29.0,s,s,s,s,s,s,s,s,70.0,40,57.1,33,47.1,18,25.7,7,10,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,2004,,,,,,,,,,39.0,s,s,s,s,s,s,s,s,51.0,31,60.8,15,29.4,4,7.8,6,11.8,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X549,DISCOVERY HIGH SCHOOL,2002,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,2017,1.0,s,s,s,s,s,s,s,s,24.0,18,75,18,75,4,16.7,2,8.3,54.0,50,92.6,50,92.6,11,20.4,0,0,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,2016,2.0,s,s,s,s,s,s,s,s,24.0,21,87.5,21,87.5,1,4.2,2,8.3,51.0,39,76.5,39,76.5,0,0,7,13.7,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,2015,6.0,s,s,s,s,s,s,s,s,25.0,19,76,18,72,0,0,1,4,72.0,50,69.4,44,61.1,4,5.6,8,11.1,,,,,,,,,,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,2014,1.0,s,s,s,s,s,s,s,s,27.0,20,74.1,19,70.4,0,0,1,3.7,67.0,47,70.1,45,67.2,4,6,3,4.5,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,2013,2.0,s,s,s,s,s,s,s,s,16.0,11,68.8,10,62.5,2,12.5,2,12.5,70.0,43,61.4,43,61.4,5,7.1,8,11.4,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,2012,1.0,s,s,s,s,s,s,s,s,27.0,20,74.1,19,70.4,0,0,5,18.5,61.0,51,83.6,49,80.3,0,0,8,13.1,2.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,2011,,,,,,,,,,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HS,2011,3.0,s,s,s,s,s,s,s,s,20.0,10,50,9,45,0,0,9,45,80.0,41,51.3,34,42.5,0,0,30,37.5,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HS,2010,5.0,s,s,s,s,s,s,s,s,78.0,31,39.7,28,35.9,0,0,15,19.2,178.0,39,21.9,33,18.5,0,0,61,34.3,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HS,2009,2.0,s,s,s,s,s,s,s,s,97.0,27,27.8,26,26.8,1,1,23,23.7,208.0,47,22.6,43,20.7,1,0.5,54,26,5.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HS,2008,6.0,3,50,3,50,1,16.7,1,16.7,110.0,33,30,33,30,1,0.9,43,39.1,209.0,69,33,63,30.1,2,1,58,27.8,5.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HS,2007,5.0,s,s,s,s,s,s,s,s,104.0,33,31.7,28,26.9,0,0,29,27.9,235.0,68,28.9,50,21.3,0,0,61,26,6.0,2,33.3,1,16.7,0,0,2,33.3,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HS,2006,5.0,s,s,s,s,s,s,s,s,129.0,56,43.4,40,31,2,1.6,37,28.7,221.0,92,41.6,60,27.1,4,1.8,57,25.8,4.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HS,2005,2.0,s,s,s,s,s,s,s,s,107.0,46,43,23,21.5,4,3.7,28,26.2,246.0,100,40.7,57,23.2,7,2.8,53,21.5,11.0,4,36.4,0,0,0,0,1,9.1,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HS,2004,2.0,s,s,s,s,s,s,s,s,87.0,39,44.8,24,27.6,8,9.2,21,24.1,163.0,52,31.9,29,17.8,2,1.2,52,31.9,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HS,2003,6.0,5,83.3,3,50,2,33.3,1,16.7,115.0,61,53,24,20.9,5,4.3,21,18.3,191.0,68,35.6,30,15.7,10,5.2,59,30.9,3.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HS,2002,7.0,s,s,s,s,s,s,s,s,129.0,44,34.1,18,14,3,2.3,30,23.3,218.0,92,42.2,29,13.3,0,0,56,25.7,12.0,7,58.3,0,0,0,0,1,8.3,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HS,2001,3.0,s,s,s,s,s,s,s,s,114.0,48,42.1,15,13.2,1,0.9,19,16.7,162.0,55,34,15,9.3,1,0.6,50,30.9,8.0,5,62.5,2,25,1,12.5,1,12.5,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2017,20.0,20,100,20,100,20,100,0,0,4.0,s,s,s,s,s,s,s,s,12.0,12,100,12,100,12,100,0,0,55.0,54,98.2,54,98.2,54,98.2,0,0,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2016,24.0,24,100,24,100,24,100,0,0,4.0,s,s,s,s,s,s,s,s,11.0,11,100,11,100,11,100,0,0,63.0,63,100,63,100,63,100,0,0,,,,,,,,,,4.0,s,s,s,s,s,s,s,s
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2015,20.0,19,95,19,95,19,95,0,0,3.0,s,s,s,s,s,s,s,s,8.0,8,100,8,100,8,100,0,0,61.0,61,100,61,100,61,100,0,0,1.0,s,s,s,s,s,s,s,s,7.0,7,100,7,100,7,100,0,0
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2014,21.0,21,100,21,100,21,100,0,0,3.0,s,s,s,s,s,s,s,s,15.0,14,93.3,14,93.3,14,93.3,0,0,48.0,48,100,48,100,47,97.9,0,0,1.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2013,17.0,17,100,17,100,17,100,0,0,4.0,s,s,s,s,s,s,s,s,14.0,14,100,14,100,14,100,0,0,38.0,37,97.4,37,97.4,35,92.1,0,0,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2012,24.0,24,100,24,100,22,91.7,0,0,3.0,s,s,s,s,s,s,s,s,17.0,17,100,17,100,16,94.1,0,0,51.0,51,100,51,100,51,100,0,0,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2011,22.0,22,100,22,100,19,86.4,0,0,5.0,s,s,s,s,s,s,s,s,11.0,s,s,s,s,s,s,s,s,59.0,59,100,59,100,57,96.6,0,0,,,,,,,,,,,,,,,,,,
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2010,21.0,21,100,21,100,18,85.7,0,0,14.0,s,s,s,s,s,s,s,s,16.0,15,93.8,15,93.8,14,87.5,0,0,46.0,46,100,46,100,46,100,0,0,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2009,15.0,15,100,15,100,12,80,0,0,10.0,s,s,s,s,s,s,s,s,18.0,18,100,18,100,13,72.2,0,0,50.0,50,100,50,100,47,94,0,0,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2008,12.0,12,100,12,100,11,91.7,0,0,10.0,10,100,10,100,9,90,0,0,22.0,21,95.5,21,95.5,18,81.8,0,0,45.0,44,97.8,44,97.8,38,84.4,0,0,,,,,,,,,,,,,,,,,,
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2007,11.0,s,s,s,s,s,s,s,s,12.0,11,91.7,11,91.7,11,91.7,0,0,23.0,22,95.7,22,95.7,21,91.3,0,0,36.0,36,100,36,100,35,97.2,0,0,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2006,10.0,10,100,10,100,10,100,0,0,19.0,17,89.5,17,89.5,14,73.7,1,5.3,19.0,19,100,19,100,17,89.5,0,0,30.0,30,100,30,100,27,90,0,0,,,,,,,,,,,,,,,,,,
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2005,14.0,14,100,14,100,13,92.9,0,0,20.0,19,95,19,95,16,80,0,0,17.0,15,88.2,15,88.2,11,64.7,0,0,24.0,24,100,24,100,21,87.5,0,0,,,,,,,,,,,,,,,,,,
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2004,19.0,17,89.5,17,89.5,17,89.5,0,0,14.0,14,100,14,100,13,92.9,0,0,18.0,17,94.4,17,94.4,16,88.9,0,0,36.0,34,94.4,34,94.4,33,91.7,0,0,,,,,,,,,,,,,,,,,,
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2003,17.0,17,100,17,100,15,88.2,0,0,21.0,20,95.2,20,95.2,18,85.7,0,0,28.0,24,85.7,24,85.7,19,67.9,0,0,21.0,21,100,21,100,19,90.5,0,0,,,,,,,,,,,,,,,,,,
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2002,15.0,15,100,15,100,11,73.3,0,0,18.0,15,83.3,15,83.3,8,44.4,1,5.6,9.0,9,100,9,100,5,55.6,0,0,17.0,16,94.1,16,94.1,9,52.9,0,0,,,,,,,,,,,,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2017,5.0,s,s,s,s,s,s,s,s,36.0,34,94.4,34,94.4,30,83.3,0,0,15.0,15,100,15,100,11,73.3,0,0,2.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2016,4.0,s,s,s,s,s,s,s,s,34.0,34,100,34,100,13,38.2,0,0,14.0,14,100,14,100,6,42.9,0,0,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2015,4.0,s,s,s,s,s,s,s,s,22.0,22,100,21,95.5,4,18.2,0,0,17.0,17,100,17,100,2,11.8,0,0,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2014,10.0,10,100,10,100,4,40,0,0,39.0,36,92.3,36,92.3,11,28.2,1,2.6,16.0,14,87.5,14,87.5,2,12.5,0,0,3.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2013,5.0,s,s,s,s,s,s,s,s,26.0,24,92.3,23,88.5,7,26.9,0,0,18.0,17,94.4,17,94.4,2,11.1,0,0,,,,,,,,,,2.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2012,3.0,s,s,s,s,s,s,s,s,37.0,34,91.9,34,91.9,11,29.7,0,0,15.0,13,86.7,13,86.7,1,6.7,0,0,4.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2011,2.0,s,s,s,s,s,s,s,s,52.0,50,96.2,49,94.2,8,15.4,1,1.9,28.0,27,96.4,26,92.9,7,25,0,0,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2010,4.0,s,s,s,s,s,s,s,s,41.0,38,92.7,38,92.7,1,2.4,0,0,17.0,17,100,15,88.2,0,0,0,0,,,,,,,,,,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2009,2.0,s,s,s,s,s,s,s,s,33.0,33,100,33,100,2,6.1,0,0,21.0,20,95.2,20,95.2,1,4.8,0,0,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2008,9.0,s,s,s,s,s,s,s,s,40.0,38,95,38,95,3,7.5,0,0,20.0,19,95,19,95,1,5,0,0,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2007,1.0,s,s,s,s,s,s,s,s,24.0,s,s,s,s,s,s,s,s,33.0,32,97,32,97,16,48.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2006,4.0,s,s,s,s,s,s,s,s,25.0,24,96,24,96,3,12,0,0,27.0,26,96.3,26,96.3,6,22.2,0,0,,,,,,,,,,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2005,2.0,s,s,s,s,s,s,s,s,35.0,34,97.1,32,91.4,3,8.6,1,2.9,24.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2004,2.0,s,s,s,s,s,s,s,s,25.0,21,84,18,72,3,12,1,4,40.0,31,77.5,28,70,1,2.5,9,22.5,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,2016,8.0,6,75,6,75,0,0,2,25,34.0,25,73.5,23,67.6,0,0,2,5.9,36.0,20,55.6,17,47.2,0,0,10,27.8,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,2015,2.0,s,s,s,s,s,s,s,s,48.0,37,77.1,31,64.6,0,0,1,2.1,42.0,28,66.7,22,52.4,0,0,7,16.7,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,2014,4.0,s,s,s,s,s,s,s,s,39.0,27,69.2,24,61.5,0,0,4,10.3,38.0,19,50,17,44.7,0,0,10,26.3,2.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,2013,2.0,s,s,s,s,s,s,s,s,45.0,27,60,21,46.7,0,0,5,11.1,47.0,32,68.1,25,53.2,2,4.3,5,10.6,2.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,2012,2.0,s,s,s,s,s,s,s,s,49.0,37,75.5,28,57.1,0,0,4,8.2,52.0,31,59.6,28,53.8,0,0,8,15.4,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,2011,4.0,s,s,s,s,s,s,s,s,49.0,29,59.2,27,55.1,0,0,9,18.4,57.0,26,45.6,22,38.6,0,0,10,17.5,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
