DBN,School Name,Cohort Year,SWD # Total Cohort,SWD # Grads,SWD % Grads,SWD # Total Regents,SWD % Total Regents of Cohort,SWD # Advanced Regents,SWD % Advanced Regents of Cohort,SWD # Dropout,SWD % Dropout,Not SWD # Total Cohort,Not SWD # Grads,Not SWD % Grads,Not SWD # Total Regents,Not SWD % Total Regents of Cohort,Not SWD # Advanced Regents,Not SWD % Advanced Regents of Cohort,Not SWD # Dropout,Not SWD % Dropout
31R470,CONCORD HIGH SCHOOL,2005,12.0,2,16.7,1,8.3,0,0.0,1,8.3,57.0,17,29.8,8,14.0,0,0.0,7,12.3
31R470,CONCORD HIGH SCHOOL,2004,7.0,0,0.0,0,0.0,0,0.0,0,0.0,45.0,14,31.1,5,11.1,0,0.0,4,8.9
31R470,CONCORD HIGH SCHOOL,2003,5.0,s,s,s,s,s,s,s,s,59.0,s,s,s,s,s,s,s,s
31R470,CONCORD HIGH SCHOOL,2002,9.0,1,11.1,0,0.0,0,0.0,0,0.0,72.0,13,18.1,3,4.2,0,0.0,10,13.9
31R470,CONCORD HIGH SCHOOL,2001,7.0,0,0.0,0,0.0,0,0.0,2,28.6,67.0,16,23.9,0,0.0,0,0.0,8,11.9
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2017,61.0,48,78.7,48,78.7,4,6.6,2,3.3,137.0,106,77.4,106,77.4,65,47.4,4,2.9
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2016,61.0,33,54.1,33,54.1,11,18.0,6,9.8,138.0,116,84.1,116,84.1,88,63.8,3,2.2
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2015,43.0,27,62.8,17,39.5,6,14.0,3,7.0,100.0,78,78.0,75,75.0,30,30.0,5,5.0
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2014,41.0,22,53.7,14,34.1,5,12.2,3,7.3,122.0,90,73.8,90,73.8,27,22.1,5,4.1
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2013,40.0,19,47.5,10,25.0,1,2.5,4,10.0,116.0,98,84.5,96,82.8,40,34.5,3,2.6
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2012,45.0,25,55.6,13,28.9,0,0.0,5,11.1,101.0,73,72.3,73,72.3,4,4.0,7,6.9
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2011,30.0,12,40.0,5,16.7,0,0.0,5,16.7,76.0,51,67.1,48,63.2,3,3.9,11,14.5
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2010,33.0,19,57.6,8,24.2,1,3.0,1,3.0,116.0,87,75.0,83,71.6,21,18.1,12,10.3
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2009,38.0,17,44.7,6,15.8,0,0.0,4,10.5,135.0,81,60.0,81,60.0,16,11.9,10,7.4
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2008,51.0,21,41.2,7,13.7,0,0.0,8,15.7,133.0,97,72.9,96,72.2,9,6.8,11,8.3
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2007,45.0,12,26.7,6,13.3,2,4.4,10,22.2,123.0,89,72.4,80,65.0,13,10.6,5,4.1
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2006,43.0,9,20.9,2,4.7,2,4.7,8,18.6,132.0,88,66.7,73,55.3,54,40.9,9,6.8
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2005,41.0,9,22.0,2,4.9,2,4.9,4,9.8,123.0,91,74.0,63,51.2,42,34.1,7,5.7
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2004,44.0,14,31.8,6,13.6,0,0.0,9,20.5,132.0,86,65.2,70,53.0,20,15.2,13,9.8
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2003,28.0,11,39.3,4,14.3,1,3.6,4,14.3,115.0,88,76.5,60,52.2,37,32.2,5,4.3
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2002,27.0,7,25.9,2,7.4,0,0.0,6,22.2,106.0,72,67.9,51,48.1,11,10.4,6,5.7
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2001,40.0,7,17.5,3,7.5,0,0.0,6,15.0,89.0,66,74.2,43,48.3,10,11.2,9,10.1
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2017,6.0,6,100.0,6,100.0,5,83.3,0,0.0,326.0,322,98.8,322,98.8,316,96.9,1,0.3
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2016,5.0,s,s,s,s,s,s,s,s,337.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2015,3.0,s,s,s,s,s,s,s,s,320.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2014,3.0,s,s,s,s,s,s,s,s,310.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2013,4.0,s,s,s,s,s,s,s,s,322.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2012,3.0,s,s,s,s,s,s,s,s,307.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2011,4.0,s,s,s,s,s,s,s,s,291.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2010,3.0,s,s,s,s,s,s,s,s,290.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2009,1.0,s,s,s,s,s,s,s,s,283.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2008,2.0,s,s,s,s,s,s,s,s,223.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2007,5.0,s,s,s,s,s,s,s,s,205.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2006,2.0,s,s,s,s,s,s,s,s,286.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2005,3.0,s,s,s,s,s,s,s,s,221.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2004,1.0,s,s,s,s,s,s,s,s,191.0,s,s,s,s,s,s,s,s
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2003,,,,,,,,,,180.0,178,98.9,178,98.9,175,97.2,1,0.6
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2002,,,,,,,,,,186.0,183,98.4,183,98.4,181,97.3,2,1.1
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2001,1.0,s,s,s,s,s,s,s,s,219.0,s,s,s,s,s,s,s,s
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,2017,9.0,9,100.0,9,100.0,0,0.0,0,0.0,51.0,47,92.2,47,92.2,14,27.5,2,3.9
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,2016,14.0,8,57.1,8,57.1,0,0.0,1,7.1,47.0,42,89.4,42,89.4,0,0.0,2,4.3
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,2015,11.0,8,72.7,4,36.4,0,0.0,2,18.2,54.0,44,81.5,44,81.5,8,14.8,2,3.7
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,2014,7.0,4,57.1,3,42.9,0,0.0,1,14.3,43.0,37,86.0,37,86.0,0,0.0,1,2.3
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,2013,10.0,7,70.0,3,30.0,0,0.0,0,0.0,56.0,51,91.1,51,91.1,5,8.9,1,1.8
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,2012,9.0,3,33.3,1,11.1,0,0.0,4,44.4,49.0,42,85.7,42,85.7,9,18.4,2,4.1
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,2011,5.0,s,s,s,s,s,s,s,s,29.0,s,s,s,s,s,s,s,s
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,2010,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2017,11.0,8,72.7,8,72.7,0,0.0,1,9.1,53.0,46,86.8,46,86.8,11,20.8,1,1.9
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2016,13.0,10,76.9,9,69.2,0,0.0,1,7.7,54.0,46,85.2,46,85.2,4,7.4,7,13.0
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2015,8.0,5,62.5,3,37.5,0,0.0,0,0.0,59.0,43,72.9,30,50.8,2,3.4,8,13.6
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2014,25.0,21,84.0,4,16.0,0,0.0,1,4.0,68.0,49,72.1,40,58.8,1,1.5,10,14.7
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2013,16.0,8,50.0,3,18.8,1,6.3,2,12.5,80.0,57,71.3,37,46.3,5,6.3,12,15.0
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2012,22.0,14,63.6,6,27.3,0,0.0,3,13.6,58.0,42,72.4,37,63.8,6,10.3,13,22.4
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2011,8.0,4,50.0,2,25.0,0,0.0,2,25.0,72.0,51,70.8,43,59.7,10,13.9,11,15.3
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2010,17.0,8,47.1,4,23.5,0,0.0,1,5.9,64.0,38,59.4,31,48.4,6,9.4,11,17.2
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2009,17.0,9,52.9,4,23.5,0,0.0,3,17.6,76.0,46,60.5,40,52.6,2,2.6,10,13.2
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2008,19.0,3,15.8,2,10.5,0,0.0,6,31.6,86.0,54,62.8,52,60.5,5,5.8,9,10.5
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2007,11.0,2,18.2,0,0.0,0,0.0,4,36.4,92.0,64,69.6,51,55.4,3,3.3,13,14.1
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2006,7.0,4,57.1,0,0.0,0,0.0,1,14.3,92.0,62,67.4,45,48.9,3,3.3,9,9.8
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2005,2.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
32K403,ACADEMY FOR EXCELLENCE IN LEADERSHIP,2004,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
32K480,BUSHWICK HS,2003,2.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
32K480,BUSHWICK HS,2002,55.0,15,27.3,0,0.0,0,0.0,30,54.5,283.0,171,60.4,38,13.4,0,0.0,96,33.9
32K480,BUSHWICK HS,2001,102.0,5,4.9,1,1.0,0,0.0,45,44.1,220.0,72,32.7,14,6.4,0,0.0,41,18.6
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2017,36.0,33,91.7,33,91.7,1,2.8,2,5.6,80.0,75,93.8,75,93.8,28,35.0,4,5.0
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2016,23.0,19,82.6,19,82.6,0,0.0,1,4.3,104.0,92,88.5,92,88.5,4,3.8,6,5.8
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2015,24.0,17,70.8,4,16.7,0,0.0,3,12.5,103.0,86,83.5,85,82.5,0,0.0,10,9.7
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2014,24.0,18,75.0,7,29.2,0,0.0,3,12.5,106.0,88,83.0,88,83.0,0,0.0,5,4.7
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2013,28.0,15,53.6,2,7.1,0,0.0,4,14.3,93.0,66,71.0,66,71.0,2,2.2,13,14.0
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2012,27.0,19,70.4,8,29.6,0,0.0,2,7.4,94.0,66,70.2,64,68.1,4,4.3,7,7.4
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2011,23.0,10,43.5,2,8.7,0,0.0,4,17.4,96.0,62,64.6,62,64.6,2,2.1,6,6.3
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2010,18.0,9,50.0,2,11.1,0,0.0,4,22.2,115.0,69,60.0,69,60.0,9,7.8,9,7.8
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2009,22.0,8,36.4,2,9.1,0,0.0,5,22.7,126.0,82,65.1,82,65.1,7,5.6,13,10.3
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2008,10.0,5,50.0,1,10.0,0,0.0,2,20.0,147.0,94,63.9,94,63.9,21,14.3,20,13.6
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2007,13.0,6,46.2,1,7.7,0,0.0,0,0.0,156.0,92,59.0,57,36.5,16,10.3,18,11.5
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2006,21.0,9,42.9,0,0.0,0,0.0,3,14.3,140.0,92,65.7,48,34.3,6,4.3,3,2.1
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2005,15.0,5,33.3,1,6.7,1,6.7,1,6.7,135.0,86,63.7,43,31.9,18,13.3,10,7.4
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2004,23.0,9,39.1,2,8.7,0,0.0,1,4.3,130.0,80,61.5,28,21.5,10,7.7,14,10.8
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2003,17.0,9,52.9,1,5.9,1,5.9,1,5.9,115.0,82,71.3,50,43.5,26,22.6,11,9.6
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2002,12.0,4,33.3,0,0.0,0,0.0,3,25.0,139.0,95,68.3,36,25.9,5,3.6,8,5.8
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,2001,6.0,4,66.7,0,0.0,0,0.0,1,16.7,110.0,81,73.6,10,9.1,10,9.1,1,0.9
32K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,2017,13.0,7,53.8,7,53.8,0,0.0,1,7.7,65.0,52,80.0,52,80.0,12,18.5,2,3.1
32K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,2016,22.0,13,59.1,13,59.1,0,0.0,3,13.6,67.0,58,86.6,58,86.6,3,4.5,4,6.0
32K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,2015,23.0,13,56.5,2,8.7,0,0.0,0,0.0,80.0,51,63.8,41,51.3,2,2.5,9,11.3
32K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,2014,17.0,12,70.6,2,11.8,0,0.0,1,5.9,88.0,56,63.6,46,52.3,2,2.3,11,12.5
32K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,2013,20.0,9,45.0,3,15.0,0,0.0,1,5.0,84.0,56,66.7,50,59.5,1,1.2,7,8.3
32K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,2012,19.0,10,52.6,3,15.8,0,0.0,1,5.3,80.0,58,72.5,48,60.0,0,0.0,6,7.5
