Index,School / Cohort
12X692-2006,MONROE ACADEMY FOR VISUAL ARTS & DESIGN - 2006
12X692-2005,MONROE ACADEMY FOR VISUAL ARTS & DESIGN - 2005
12X692-2004,MONROE ACADEMY FOR VISUAL ARTS & DESIGN - 2004
12X692-2003,MONROE ACADEMY FOR VISUAL ARTS & DESIGN - 2003
12X692-2002,MONROE ACADEMY FOR VISUAL ARTS & DESIGN - 2002
12X692-2001,MONROE ACADEMY FOR VISUAL ARTS & DESIGN - 2001
13K265-2017,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2017
13K265-2016,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2016
13K265-2015,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2015
13K265-2014,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2014
13K265-2013,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2013
13K265-2012,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2012
13K265-2011,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2011
13K265-2010,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2010
13K265-2009,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2009
13K265-2008,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2008
13K265-2007,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2007
13K265-2006,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2006
13K265-2005,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2005
13K265-2004,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2004
13K265-2003,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2003
13K265-2002,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2002
13K265-2001,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS - 2001
13K336-2009,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT - 2009
13K336-2008,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT - 2008
13K350-2017,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2017
13K350-2016,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2016
13K350-2015,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2015
13K350-2014,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2014
13K350-2013,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2013
13K350-2012,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2012
13K350-2011,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2011
13K350-2010,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2010
13K350-2009,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2009
13K350-2008,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2008
13K350-2007,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2007
13K350-2006,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2006
13K350-2005,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART - 2005
13K412-2017,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - 2017
13K412-2016,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - 2016
13K412-2015,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - 2015
13K412-2014,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - 2014
13K412-2013,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - 2013
13K412-2012,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - 2012
13K412-2011,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - 2011
13K412-2010,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - 2010
13K412-2009,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - 2009
13K412-2008,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - 2008
13K412-2007,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - 2007
13K412-2006,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM) - 2006
13K419-2017,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2017"
13K419-2016,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2016"
13K419-2015,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2015"
13K419-2014,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2014"
13K419-2013,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2013"
13K419-2012,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2012"
13K419-2011,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2011"
13K419-2010,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2010"
13K419-2009,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2009"
13K419-2008,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2008"
13K419-2007,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2007"
13K419-2006,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2006"
13K419-2005,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2005"
13K419-2004,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2004"
13K419-2003,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2003"
13K419-2002,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2002"
13K419-2001,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS - 2001"
13K430-2017,BROOKLYN TECHNICAL HIGH SCHOOL - 2017
13K430-2016,BROOKLYN TECHNICAL HIGH SCHOOL - 2016
13K430-2015,BROOKLYN TECHNICAL HIGH SCHOOL - 2015
13K430-2014,BROOKLYN TECHNICAL HIGH SCHOOL - 2014
13K430-2013,BROOKLYN TECHNICAL HIGH SCHOOL - 2013
13K430-2012,BROOKLYN TECHNICAL HIGH SCHOOL - 2012
13K430-2011,BROOKLYN TECHNICAL HIGH SCHOOL - 2011
13K430-2010,BROOKLYN TECHNICAL HIGH SCHOOL - 2010
13K430-2009,BROOKLYN TECHNICAL HIGH SCHOOL - 2009
13K430-2008,BROOKLYN TECHNICAL HIGH SCHOOL - 2008
13K430-2007,BROOKLYN TECHNICAL HIGH SCHOOL - 2007
13K430-2006,BROOKLYN TECHNICAL HIGH SCHOOL - 2006
13K430-2005,BROOKLYN TECHNICAL HIGH SCHOOL - 2005
13K430-2004,BROOKLYN TECHNICAL HIGH SCHOOL - 2004
13K430-2003,BROOKLYN TECHNICAL HIGH SCHOOL - 2003
13K430-2002,BROOKLYN TECHNICAL HIGH SCHOOL - 2002
13K430-2001,BROOKLYN TECHNICAL HIGH SCHOOL - 2001
13K439-2017,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2017
13K439-2016,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2016
13K439-2015,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2015
13K439-2014,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2014
13K439-2013,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2013
13K439-2012,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2012
13K439-2011,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2011
13K439-2010,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2010
13K439-2009,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2009
13K439-2008,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2008
13K439-2007,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2007
13K439-2006,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2006
13K439-2005,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2005
13K439-2004,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2004
13K439-2003,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2003
13K439-2002,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2002
13K439-2001,BROOKLYN INTERNATIONAL HIGH SCHOOL - 2001
13K483-2017,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2017
13K483-2016,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2016
13K483-2015,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2015
13K483-2014,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2014
13K483-2013,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2013
13K483-2012,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2012
13K483-2011,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2011
13K483-2010,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2010
13K483-2009,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2009
13K483-2008,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2008
13K483-2007,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2007
13K483-2006,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2006
13K483-2005,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2005
13K483-2004,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE - 2004
13K499-2016,ACORN COMMUNITY HIGH SCHOOL - 2016
13K499-2015,ACORN COMMUNITY HIGH SCHOOL - 2015
13K499-2014,ACORN COMMUNITY HIGH SCHOOL - 2014
13K499-2013,ACORN COMMUNITY HIGH SCHOOL - 2013
13K499-2012,ACORN COMMUNITY HIGH SCHOOL - 2012
13K499-2011,ACORN COMMUNITY HIGH SCHOOL - 2011
13K499-2010,ACORN COMMUNITY HIGH SCHOOL - 2010
13K499-2009,ACORN COMMUNITY HIGH SCHOOL - 2009
13K499-2008,ACORN COMMUNITY HIGH SCHOOL - 2008
13K499-2007,ACORN COMMUNITY HIGH SCHOOL - 2007
13K499-2006,ACORN COMMUNITY HIGH SCHOOL - 2006
13K499-2005,ACORN COMMUNITY HIGH SCHOOL - 2005
13K499-2004,ACORN COMMUNITY HIGH SCHOOL - 2004
13K499-2003,ACORN COMMUNITY HIGH SCHOOL - 2003
13K499-2002,ACORN COMMUNITY HIGH SCHOOL - 2002
13K499-2001,ACORN COMMUNITY HIGH SCHOOL - 2001
13K509-2010,FREEDOM ACADEMY HS - 2010
13K509-2009,FREEDOM ACADEMY HS - 2009
13K509-2008,FREEDOM ACADEMY HS - 2008
13K509-2007,FREEDOM ACADEMY HS - 2007
13K509-2006,FREEDOM ACADEMY HS - 2006
13K509-2005,FREEDOM ACADEMY HS - 2005
13K509-2004,FREEDOM ACADEMY HS - 2004
13K509-2003,FREEDOM ACADEMY HS - 2003
13K509-2002,FREEDOM ACADEMY HS - 2002
13K509-2001,FREEDOM ACADEMY HS - 2001
13K527-2017,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN - 2017
13K527-2016,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN - 2016
13K527-2015,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN - 2015
13K527-2014,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN - 2014
13K527-2013,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN - 2013
13K527-2012,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN - 2012
13K527-2011,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN - 2011
13K527-2010,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN - 2010
13K527-2009,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN - 2009
13K553-2017,BROOKLYN ACADEMY HIGH SCHOOL - 2017
13K553-2016,BROOKLYN ACADEMY HIGH SCHOOL - 2016
13K553-2015,BROOKLYN ACADEMY HIGH SCHOOL - 2015
13K553-2014,BROOKLYN ACADEMY HIGH SCHOOL - 2014
13K553-2013,BROOKLYN ACADEMY HIGH SCHOOL - 2013
13K553-2012,BROOKLYN ACADEMY HIGH SCHOOL - 2012
13K553-2011,BROOKLYN ACADEMY HIGH SCHOOL - 2011
13K553-2010,BROOKLYN ACADEMY HIGH SCHOOL - 2010
13K553-2009,BROOKLYN ACADEMY HIGH SCHOOL - 2009
13K553-2008,BROOKLYN ACADEMY HIGH SCHOOL - 2008
13K553-2007,BROOKLYN ACADEMY HIGH SCHOOL - 2007
13K553-2006,BROOKLYN ACADEMY HIGH SCHOOL - 2006
13K553-2005,BROOKLYN ACADEMY HIGH SCHOOL - 2005
13K553-2004,BROOKLYN ACADEMY HIGH SCHOOL - 2004
13K553-2003,BROOKLYN ACADEMY HIGH SCHOOL - 2003
13K553-2002,BROOKLYN ACADEMY HIGH SCHOOL - 2002
13K553-2001,BROOKLYN ACADEMY HIGH SCHOOL - 2001
13K575-2014,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2014
13K575-2013,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2013
13K575-2012,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2012
13K575-2011,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2011
13K575-2010,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2010
13K575-2009,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2009
13K575-2008,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2008
13K575-2007,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2007
13K575-2006,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2006
13K575-2005,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2005
13K575-2004,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2004
13K575-2003,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2003
13K575-2002,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2002
13K575-2001,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL - 2001
13K594-2017,GOTHAM PROFESSIONAL ARTS ACADEMY - 2017
13K594-2016,GOTHAM PROFESSIONAL ARTS ACADEMY - 2016
13K594-2014,GOTHAM PROFESSIONAL ARTS ACADEMY - 2014
13K594-2013,GOTHAM PROFESSIONAL ARTS ACADEMY - 2013
13K594-2012,GOTHAM PROFESSIONAL ARTS ACADEMY - 2012
13K594-2011,GOTHAM PROFESSIONAL ARTS ACADEMY - 2011
13K594-2010,GOTHAM PROFESSIONAL ARTS ACADEMY - 2010
13K594-2009,GOTHAM PROFESSIONAL ARTS ACADEMY - 2009
13K594-2008,GOTHAM PROFESSIONAL ARTS ACADEMY - 2008
13K594-2007,GOTHAM PROFESSIONAL ARTS ACADEMY - 2007
13K595-2017,BEDFORD ACADEMY HIGH SCHOOL - 2017
13K595-2016,BEDFORD ACADEMY HIGH SCHOOL - 2016
13K595-2015,BEDFORD ACADEMY HIGH SCHOOL - 2015
13K595-2014,BEDFORD ACADEMY HIGH SCHOOL - 2014
13K595-2013,BEDFORD ACADEMY HIGH SCHOOL - 2013
13K595-2012,BEDFORD ACADEMY HIGH SCHOOL - 2012
13K595-2011,BEDFORD ACADEMY HIGH SCHOOL - 2011
13K595-2010,BEDFORD ACADEMY HIGH SCHOOL - 2010
13K595-2009,BEDFORD ACADEMY HIGH SCHOOL - 2009
13K595-2008,BEDFORD ACADEMY HIGH SCHOOL - 2008
13K595-2007,BEDFORD ACADEMY HIGH SCHOOL - 2007
13K595-2006,BEDFORD ACADEMY HIGH SCHOOL - 2006
13K595-2005,BEDFORD ACADEMY HIGH SCHOOL - 2005
13K595-2004,BEDFORD ACADEMY HIGH SCHOOL - 2004
13K595-2003,BEDFORD ACADEMY HIGH SCHOOL - 2003
13K605-2017,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2017
13K605-2016,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2016
13K605-2015,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2015
13K605-2014,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2014
13K605-2013,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2013
13K605-2012,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2012
13K605-2011,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2011
13K605-2010,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2010
13K605-2009,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2009
13K605-2008,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2008
13K605-2007,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2007
13K605-2006,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2006
13K605-2005,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2005
13K605-2004,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2004
13K605-2003,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2003
13K605-2002,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2002
13K605-2001,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL - 2001
13K616-2017,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2017
13K616-2016,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2016
13K616-2015,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2015
13K616-2014,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2014
13K616-2013,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2013
13K616-2012,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2012
13K616-2011,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2011
13K616-2010,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2010
13K616-2009,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2009
13K616-2008,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2008
13K616-2007,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2007
13K616-2006,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2006
13K616-2005,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE - 2005
13K670-2017,BENJAMIN BANNEKER ACADEMY - 2017
13K670-2016,BENJAMIN BANNEKER ACADEMY - 2016
13K670-2015,BENJAMIN BANNEKER ACADEMY - 2015
13K670-2014,BENJAMIN BANNEKER ACADEMY - 2014
13K670-2013,BENJAMIN BANNEKER ACADEMY - 2013
13K670-2012,BENJAMIN BANNEKER ACADEMY - 2012
13K670-2011,BENJAMIN BANNEKER ACADEMY - 2011
13K670-2010,BENJAMIN BANNEKER ACADEMY - 2010
13K670-2009,BENJAMIN BANNEKER ACADEMY - 2009
13K670-2008,BENJAMIN BANNEKER ACADEMY - 2008
13K670-2007,BENJAMIN BANNEKER ACADEMY - 2007
13K670-2006,BENJAMIN BANNEKER ACADEMY - 2006
13K670-2005,BENJAMIN BANNEKER ACADEMY - 2005
13K670-2004,BENJAMIN BANNEKER ACADEMY - 2004
13K670-2003,BENJAMIN BANNEKER ACADEMY - 2003
13K670-2002,BENJAMIN BANNEKER ACADEMY - 2002
13K670-2001,BENJAMIN BANNEKER ACADEMY - 2001
13K674-2017,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY - 2017"
13K674-2016,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY - 2016"
13K674-2015,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY - 2015"
13K674-2014,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY - 2014"
13K674-2013,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY - 2013"
13K674-2012,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY - 2012"
13K674-2011,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY - 2011"
13K674-2010,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY - 2010"
13K674-2009,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY - 2009"
14K071-2017,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2017
14K071-2016,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2016
14K071-2015,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2015
14K071-2014,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2014
14K071-2013,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2013
14K071-2012,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2012
14K071-2011,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2011
14K071-2010,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2010
14K071-2009,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2009
14K071-2008,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2008
14K071-2007,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2007
14K071-2006,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2006
14K071-2005,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2005
14K071-2004,JUAN MOREL CAMPOS SECONDARY SCHOOL - 2004
14K322-2012,FOUNDATIONS ACADEMY - 2012
14K322-2011,FOUNDATIONS ACADEMY - 2011
14K322-2010,FOUNDATIONS ACADEMY - 2010
14K322-2009,FOUNDATIONS ACADEMY - 2009
14K322-2008,FOUNDATIONS ACADEMY - 2008
14K322-2007,FOUNDATIONS ACADEMY - 2007
14K322-2006,FOUNDATIONS ACADEMY - 2006
14K322-2005,FOUNDATIONS ACADEMY - 2005
14K449-2017,"BROOKLYN LATIN SCHOOL, THE - 2017"
14K449-2016,"BROOKLYN LATIN SCHOOL, THE - 2016"
14K449-2015,"BROOKLYN LATIN SCHOOL, THE - 2015"
14K449-2014,"BROOKLYN LATIN SCHOOL, THE - 2014"
14K449-2013,"BROOKLYN LATIN SCHOOL, THE - 2013"
14K449-2012,"BROOKLYN LATIN SCHOOL, THE - 2012"
14K449-2011,"BROOKLYN LATIN SCHOOL, THE - 2011"
14K449-2010,"BROOKLYN LATIN SCHOOL, THE - 2010"
14K449-2009,"BROOKLYN LATIN SCHOOL, THE - 2009"
14K449-2008,"BROOKLYN LATIN SCHOOL, THE - 2008"
14K449-2007,"BROOKLYN LATIN SCHOOL, THE - 2007"
14K449-2006,"BROOKLYN LATIN SCHOOL, THE - 2006"
14K454-2017,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - 2017
14K454-2016,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - 2016
14K454-2015,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - 2015
14K454-2014,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - 2014
14K454-2013,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - 2013
14K454-2012,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - 2012
14K454-2011,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - 2011
14K454-2010,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - 2010
14K454-2009,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - 2009
14K454-2008,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - 2008
14K454-2007,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - 2007
14K454-2006,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY - 2006
14K474-2017,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2017
14K474-2016,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2016
14K474-2015,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2015
14K474-2014,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2014
14K474-2013,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2013
14K474-2012,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2012
14K474-2011,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2011
14K474-2010,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2010
14K474-2009,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2009
14K474-2008,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2008
14K474-2007,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2007
14K474-2006,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2006
14K474-2005,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2005
14K474-2004,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS - 2004
